Time,e_0,e`_1,q_0,q_4,dq_0,dq_4,dqr_0,dqr_1,dqd_0,dqd_1,ddqd_0,ddqd_1,tau_0,tau_4,Fext_0,Fext_1,N_hat_1,N_hat_2
0.122, -0.0881401, 0.0100604, 1.57789, -1.77311, 0.0853456, -0.273492, -0.00498539, -0.268113, -0.0027945, -0.263432, -5.34959, 2.43383, 3.80948, -1.82258, -0.001, -0.184, 4.54904, -2.17288
0.123, -0.0917957, 0.00903812, 1.57822, -1.77422, 0.0865648, -0.271355, -0.00738267, -0.266964, -0.00523096, -0.262317, -2.43646, 1.11441, 5.11323, -1.9339, -0.001, -0.184, 5.87092, -2.27909
0.124, -0.091167, -0.00449037, 1.57899, -1.77652, 0.0798591, -0.254974, -0.0134026, -0.264086, -0.011308, -0.259465, -6.07704, 2.85255, 2.90962, -2.40964, -0.001, -0.184, 3.6642, -2.08719
0.125, -0.0946802, -0.00605285, 1.57953, -1.77832, 0.0792494, -0.251413, -0.0174783, -0.262058, -0.0154307, -0.257466, -4.12274, 1.99861, 3.78582, -2.56576, -0.001, -0.184, 4.55781, -2.2355
0.126, -0.0950029, -0.0013051, 1.57985, -1.77937, 0.0771158, -0.254974, -0.0198962, -0.260838, -0.0178871, -0.256279, -2.45633, 1.18666, 4.15943, -2.62944, -0.001, -0.184, 4.93302, -2.32291
0.127, -0.0912893, 0.00862304, 1.58013, -1.78037, 0.0713245, -0.263877, -0.0219375, -0.259778, -0.0199648, -0.255254, -2.07777, 1.0254, 3.91924, -1.9529, -0.001, -0.184, 4.67443, -2.29602
0.128, -0.0846555, 0.0202477, 1.58059, -1.78227, 0.0615707, -0.273848, -0.0250161, -0.258094, -0.0230848, -0.2536, -3.11996, 1.65361, 3.3118, -1.75575, -0.001, -0.184, 4.03407, -2.15697
0.129, -0.0828796, 0.0282127, 1.58083, -1.78334, 0.0582179, -0.28097, -0.0265595, -0.257216, -0.0246618, -0.252758, -1.57695, 0.842809, 3.38742, -1.65119, -0.001, -0.184, 4.10087, -2.09222
0.13, -0.0773808, 0.0241103, 1.5811, -1.78475, 0.0512073, -0.275985, -0.0280382, -0.256299, -0.0261734, -0.251875, -1.5117, 0.883148, 3.08751, -1.56205, -0.001, -0.184, 3.77365, -1.98257
0.131, -0.072988, 0.0125316, 1.58139, -1.7864, 0.045416, -0.263521, -0.0294044, -0.25538, -0.0275719, -0.250989, -1.3985, 0.88513, 2.80424, -1.56395, -0.001, -0.184, 3.46853, -1.92661
0.132, -0.0712686, 0.00244679, 1.58157, -1.78738, 0.0426728, -0.252838, -0.0303981, -0.254746, -0.0285959, -0.250391, -1.02392, 0.598447, 2.534, -1.61483, -0.001, -0.184, 3.18974, -1.92707
0.133, -0.0695641, -0.00491436, 1.58172, -1.78839, 0.0402343, -0.245003, -0.0311034, -0.254237, -0.0293298, -0.249918, -0.7339, 0.473255, 2.24559, -2.27753, -0.001, -0.184, 2.89285, -1.95296
0.134, -0.067678, -0.0104508, 1.58188, -1.78931, 0.0374911, -0.238949, -0.0319314, -0.253684, -0.0301869, -0.2494, -0.857154, 0.517432, 1.93777, -2.35131, -0.001, -0.184, 2.57564, -1.99906
0.135, -0.0655353, -0.0105161, 1.58209, -1.7908, 0.034443, -0.238237, -0.0328076, -0.253002, -0.0310923, -0.248753, -0.905336, 0.646958, 1.64659, -2.3947, -0.001, -0.184, 2.27379, -2.04212
0.136, -0.0634115, -0.00618996, 1.58223, -1.7917, 0.0316998, -0.242154, -0.0333994, -0.252558, -0.0317117, -0.248344, -0.619477, 0.408893, 1.37843, -2.40819, -0.001, -0.184, 1.99507, -2.07724
0.137, -0.058391, -0.00361786, 1.58239, -1.79314, 0.0262133, -0.244291, -0.0338387, -0.252087, -0.0321777, -0.247909, -0.465954, 0.435442, 1.13741, -2.41091, -0.001, -0.184, 1.72904, -2.09282
0.138, -0.0501063, 0.00200963, 1.58256, -1.79518, 0.0179835, -0.249633, -0.0337599, -0.251765, -0.0321228, -0.247623, 0.0548694, 0.285842, 0.950365, -1.77651, -0.001, -0.184, 1.50069, -2.08655
0.139, -0.0432054, 0.00731442, 1.58265, -1.79668, 0.0115826, -0.254974, -0.0332382, -0.251765, -0.0316228, -0.24766, 0.500008, -0.0368496, 0.779709, -1.7188, -0.001, -0.184, 1.2956, -2.05537
0.14, -0.0369274, -0.00249731, 1.5827, -1.79816, 0.00609611, -0.245359, -0.0324267, -0.251924, -0.0308313, -0.247857, 0.791505, -0.19677, 0.63515, -2.37815, -0.001, -0.184, 1.1197, -2.06567
0.141, -0.0306145, -0.0210473, 1.58272, -1.79961, 0.000914417, -0.227198, -0.0312772, -0.252274, -0.0297001, -0.248245, 1.1312, -0.388452, 0.518912, -2.56327, -0.001, -0.184, 0.971937, -2.15805
0.142, -0.0259726, -0.0254704, 1.58271, -1.80092, -0.00243844, -0.223281, -0.0299707, -0.252741, -0.028411, -0.248751, 1.28906, -0.505807, 0.421356, -2.69736, -0.001, -0.184, 0.85119, -2.27003
0.143, -0.024795, -0.0137187, 1.58269, -1.80274, -0.00182883, -0.235744, -0.0281688, -0.253413, -0.0266239, -0.249463, 1.78715, -0.712225, 0.303729, -2.69194, -0.001, -0.184, 0.727678, -2.32335
0.144, -0.0241626, 0.00132004, 1.58268, -1.80447, -0.000914417, -0.251413, -0.026606, -0.254004, -0.025077, -0.250093, 1.54689, -0.630029, 0.209459, -2.01391, -0.001, -0.184, 0.630248, -2.32051
0.145, -0.0232466, 0.0200344, 1.58268, -1.80708, 0.000304806, -0.270999, -0.0244579, -0.254835, -0.0229418, -0.250965, 2.13515, -0.871619, 0.100125, -1.81883, -0.001, -0.184, 0.516337, -2.21899
0.146, -0.0222308, 0.0231474, 1.58268, -1.80846, 0.000304806, -0.27456, -0.0234236, -0.255245, -0.021926, -0.251413, 1.01586, -0.448127, 0.029809, -1.71558, -0.001, -0.184, 0.440945, -2.1313
0.147, -0.0204426, 0.01692, 1.58268, -1.81007, -0.000304806, -0.268863, -0.0222275, -0.255737, -0.0207474, -0.251943, 1.17861, -0.529689, -0.0551028, -1.66791, -0.001, -0.184, 0.347096, -2.05251
0.148, -0.0199714, 0.0115615, 1.58268, -1.81117, 0, -0.263877, -0.0214321, -0.256073, -0.0199714, -0.252316, 0.775983, -0.372913, -0.140711, -1.64629, -0.001, -0.184, 0.259133, -2.0041
0.149, -0.0191615, 0.00346541, 1.58268, -1.81193, -0.000304806, -0.256043, -0.0209064, -0.256298, -0.0194663, -0.252577, 0.505049, -0.261708, -0.22426, -1.67303, -0.001, -0.184, 0.171536, -1.99035
0.15, -0.0183235, -0.00513725, 1.58268, -1.81318, -0.000304806, -0.247852, -0.0200494, -0.256673, -0.0186283, -0.252989, 0.838051, -0.412138, -0.304812, -2.33649, -0.001, -0.184, 0.0867946, -2.01081
0.151, -0.0169429, -0.0154226, 1.58268, -1.8153, -0.000304806, -0.238237, -0.0186527, -0.257305, -0.0172477, -0.25366, 1.38061, -0.670446, -0.374066, -2.44933, -0.001, -0.184, 0.0106406, -2.07222
0.152, -0.0165419, -0.00952944, 1.58268, -1.817, 0.000304806, -0.244647, -0.0176243, -0.257785, -0.0162371, -0.254177, 1.0106, -0.516758, -0.44709, -2.46783, -0.001, -0.184, -0.0643886, -2.12019
0.153, -0.0154457, 0.00164869, 1.58268, -1.81897, 0.000304806, -0.256399, -0.0165108, -0.258321, -0.0151409, -0.25475, 1.0962, -0.573484, -0.51109, -1.80232, -0.001, -0.184, -0.133867, -2.11056
0.154, -0.0140363, 0.00975141, 1.58268, -1.82051, -0.000304806, -0.264945, -0.0156923, -0.258729, -0.0143411, -0.255194, 0.799762, -0.443909, -0.569533, -1.72129, -0.001, -0.184, -0.199356, -2.07005
0.155, -0.0134927, 0.012277, 1.58268, -1.82163, -0.000304806, -0.267794, -0.0151288, -0.259017, -0.0137975, -0.255517, 0.543581, -0.323311, -0.630291, -1.65554, -0.001, -0.184, -0.262831, -2.01692
0.156, -0.0122252, -0.00608245, 1.58267, -1.82367, -0.000609611, -0.249989, -0.0141484, -0.259534, -0.0128348, -0.256071, 0.96271, -0.553954, -0.677063, -2.36914, -0.001, -0.184, -0.31594, -2.03873
0.157, -0.0111635, -0.0202642, 1.58267, -1.82467, -0.00121922, -0.236101, -0.0136761, -0.259792, -0.0123827, -0.256365, 0.452152, -0.293452, -0.726918, -2.53819, -0.001, -0.184, -0.371103, -2.13688
0.158, -0.0107764, -0.0280048, 1.58267, -1.82554, -0.00121922, -0.228622, -0.0132687, -0.26002, -0.0119957, -0.256627, 0.387013, -0.262362, -0.775344, -2.70437, -0.001, -0.184, -0.421464, -2.26438
0.159, -0.0114527, -0.02195, 1.58266, -1.8269, 0, -0.235032, -0.0127062, -0.26034, -0.0114527, -0.256982, 0.543001, -0.35516, -0.830798, -2.77143, -0.001, -0.184, -0.473537, -2.36169
0.16, -0.0107673, -0.00779865, 1.58267, -1.82893, 0, -0.249633, -0.0120022, -0.260754, -0.0107673, -0.257431, 0.685411, -0.449111, -0.875736, -2.73295, -0.001, -0.184, -0.521902, -2.39396
0.161, -0.0101716, -0.00339313, 1.58267, -1.8299, -0.000304806, -0.254262, -0.0116908, -0.260944, -0.0104764, -0.257655, 0.290847, -0.223909, -0.923038, -2.73112, -0.001, -0.184, -0.572182, -2.41416
0.162, -0.0101103, 0.00416458, 1.58267, -1.8312, 0, -0.262097, -0.0113046, -0.261187, -0.0101103, -0.257932, 0.366071, -0.276695, -0.969293, -2.0733, -0.001, -0.184, -0.618743, -2.39412
0.163, -0.00982797, 0.0114124, 1.58266, -1.83231, 0, -0.269575, -0.0110019, -0.261383, -0.00982797, -0.258162, 0.282361, -0.230491, -1.01412, -1.98586, -0.001, -0.184, -0.664978, -2.34292
0.164, -0.00958768, 0.0172575, 1.58266, -1.83336, 0, -0.275629, -0.0107412, -0.261559, -0.00958768, -0.258371, 0.240287, -0.208747, -1.05778, -1.87852, -0.001, -0.184, -0.709843, -2.26479
0.165, -0.00867239, 0.00595767, 1.58266, -1.83471, -0.000609611, -0.264589, -0.0104154, -0.261786, -0.009282, -0.258632, 0.305686, -0.260443, -1.09317, -1.9073, -0.001, -0.184, -0.749812, -2.23709
0.166, -0.00808588, -0.00106077, 1.58266, -1.83601, -0.000914417, -0.257823, -0.0101137, -0.262005, -0.00900029, -0.258884, 0.281704, -0.252351, -1.12803, -2.54728, -0.001, -0.184, -0.787598, -2.24198
0.167, -0.00847744, -0.00875633, 1.58265, -1.83727, -0.000304806, -0.250345, -0.00987536, -0.262189, -0.00878224, -0.259101, 0.218053, -0.217268, -1.16984, -2.6259, -0.001, -0.184, -0.827457, -2.28212
0.168, -0.00896668, -0.0103334, 1.58265, -1.83831, 0.000304806, -0.248921, -0.00973434, -0.262309, -0.00866187, -0.259254, 0.120368, -0.152656, -1.21451, -2.68128, -0.001, -0.184, -0.869676, -2.32961
0.169, -0.00883633, 0.00301989, 1.58265, -1.83982, 0.000304806, -0.262453, -0.00958351, -0.262456, -0.00853153, -0.259433, 0.130346, -0.178846, -1.25502, -2.00015, -0.001, -0.184, -0.910837, -2.31525
0.17, -0.00816322, 0.0103751, 1.58265, -1.84082, -0.000304806, -0.269931, -0.00949929, -0.262547, -0.00846803, -0.259556, 0.063501, -0.123122, -1.28991, -1.91665, -0.001, -0.184, -0.949094, -2.26852
0.171, -0.00843154, 0.0170271, 1.58265, -1.84196, 0, -0.276697, -0.00944207, -0.262629, -0.00843154, -0.25967, 0.0364846, -0.114001, -1.33062, -1.80607, -0.001, -0.184, -0.988463, -2.19119
0.172, -0.00841849, 0.0162021, 1.58265, -1.84335, 0, -0.275985, -0.00940827, -0.26271, -0.00841849, -0.259783, 0.0130475, -0.112815, -1.36984, -1.73665, -0.001, -0.184, -1.02775, -2.11766
0.173, -0.00813001, 0.0118313, 1.58265, -1.84472, -0.000304806, -0.271712, -0.00940381, -0.262777, -0.00843482, -0.25988, -0.0163256, -0.0975175, -1.40633, -1.70492, -0.001, -0.184, -1.06568, -2.06407
0.174, -0.00820653, 0.000690348, 1.58265, -1.84684, -0.000304806, -0.260672, -0.00945936, -0.262847, -0.00851134, -0.259982, -0.076515, -0.101537, -1.44492, -1.75741, -0.001, -0.184, -1.10389, -2.06086
0.175, -0.0087438, -0.0153449, 1.58264, -1.84906, 0, -0.244647, -0.00967019, -0.262827, -0.0087438, -0.259992, -0.232463, -0.0102986, -1.48764, -2.50739, -0.001, -0.184, -1.14392, -2.13067
0.176, -0.00897122, -0.0252912, 1.58264, -1.85052, 0, -0.234676, -0.00987611, -0.262772, -0.00897122, -0.259967, -0.227422, 0.024702, -1.53059, -2.67165, -0.001, -0.184, -1.18574, -2.24522
0.177, -0.00902686, -0.0130972, 1.58264, -1.85242, -0.000304806, -0.246784, -0.0102145, -0.262656, -0.00933167, -0.259881, -0.36045, 0.0863407, -1.57158, -2.6694, -0.001, -0.184, -1.22645, -2.30392
0.178, -0.00924563, -0.00806421, 1.58264, -1.85336, -0.000304806, -0.251769, -0.0104121, -0.262578, -0.00955044, -0.259834, -0.218766, 0.0474386, -1.61709, -2.68074, -0.001, -0.184, -1.27086, -2.34042
0.179, -0.00957924, 0.00129729, 1.58264, -1.85467, -0.000304806, -0.261028, -0.010724, -0.262446, -0.00988404, -0.259731, -0.333609, 0.102645, -1.66222, -2.02747, -0.001, -0.184, -1.31432, -2.33396
0.18, -0.00973352, 0.00894348, 1.58264, -1.8563, -0.000609611, -0.268507, -0.0111609, -0.262249, -0.0103431, -0.259563, -0.459084, 0.1679, -1.70635, -1.94789, -0.001, -0.184, -1.35768, -2.29261
0.181, -0.0101446, 0.00838442, 1.58264, -1.85764, -0.000609611, -0.267794, -0.0115501, -0.262067, -0.0107542, -0.25941, -0.411082, 0.153158, -1.75627, -1.91278, -0.001, -0.184, -1.40555, -2.2547
0.182, -0.011375, 0.000821354, 1.58264, -1.85943, 0, -0.25996, -0.0121481, -0.261768, -0.011375, -0.259139, -0.620778, 0.271339, -1.81076, -1.94522, -0.001, -0.184, -1.45388, -2.24933
0.183, -0.0119572, -0.0201159, 1.58263, -1.86169, -0.000304806, -0.238593, -0.0130112, -0.261312, -0.012262, -0.258709, -0.886999, 0.42927, -1.86023, -2.73707, -0.001, -0.184, -1.50044, -2.3365
0.184, -0.0127865, -0.0294797, 1.58263, -1.86286, 0, -0.228978, -0.0135137, -0.261032, -0.0127865, -0.258458, -0.524546, 0.251183, -1.93415, -2.92101, -0.001, -0.184, -1.57022, -2.47365
0.185, -0.0132105, -0.0278544, 1.58263, -1.86374, 0, -0.230403, -0.0139162, -0.260804, -0.0132105, -0.258257, -0.423924, 0.200832, -1.99963, -3.03945, -0.001, -0.184, -1.63358, -2.60022
0.186, -0.0138083, -0.0108119, 1.58263, -1.86494, 0, -0.24714, -0.0144918, -0.260471, -0.0138083, -0.257952, -0.597813, 0.305386, -2.06241, -3.00069, -0.001, -0.184, -1.69337, -2.64664
0.187, -0.0147097, 0.00962224, 1.58263, -1.86667, 0, -0.267082, -0.0153697, -0.259953, -0.0147097, -0.25746, -0.901393, 0.492023, -2.12341, -2.24922, -0.001, -0.184, -1.74987, -2.59733
0.188, -0.0151875, 0.0342874, 1.58263, -1.86917, -0.000914417, -0.290941, -0.016736, -0.259122, -0.0161019, -0.256654, -1.39224, 0.80583, -2.16591, -1.95831, -0.001, -0.184, -1.78997, -2.42968
0.189, -0.0160815, 0.0437074, 1.58262, -1.87066, -0.000914417, -0.299844, -0.0176068, -0.258579, -0.0169959, -0.256137, -0.894025, 0.517266, -2.27214, -1.72789, -0.001, -0.184, -1.89174, -2.24629
0.19, -0.0165513, 0.0473633, 1.58262, -1.8719, -0.00121922, -0.303049, -0.0183588, -0.258102, -0.0177705, -0.255686, -0.774578, 0.45088, -2.35561, -1.49874, -0.001, -0.184, -1.97287, -2.03538
0.191, -0.0176061, 0.03748, 1.58262, -1.87303, -0.000914417, -0.292722, -0.0190865, -0.257632, -0.0185205, -0.255242, -0.750004, 0.443861, -2.44275, -1.37993, -0.001, -0.184, -2.05473, -1.86725
0.192, -0.0185764, 0.0277471, 1.58261, -1.87446, -0.000914417, -0.282395, -0.0200335, -0.257013, -0.0194909, -0.254648, -0.970343, 0.594318, -2.52128, -1.30039, -0.001, -0.184, -2.12841, -1.73909
0.193, -0.0194801, 0.0209825, 1.58261, -1.87529, -0.000609611, -0.275273, -0.0206111, -0.256629, -0.0200897, -0.25429, -0.598859, 0.3576, -2.63294, -1.24525, -0.001, -0.184, -2.23556, -1.65015
0.194, -0.0196575, 0.00651318, 1.58261, -1.87637, -0.00121922, -0.260316, -0.0213759, -0.256116, -0.0208767, -0.253803, -0.786965, 0.48727, -2.71593, -1.28592, -0.001, -0.184, -2.31765, -1.61849
0.195, -0.0217816, -0.00709408, 1.5826, -1.87838, -0.000609611, -0.245716, -0.0228648, -0.2551, -0.0223912, -0.25281, -1.51454, 0.993228, -2.76878, -1.96834, -0.001, -0.184, -2.35989, -1.63287
0.196, -0.0225225, -0.0148099, 1.5826, -1.8793, -0.000609611, -0.237525, -0.023584, -0.254601, -0.0231321, -0.252335, -0.740878, 0.474689, -2.93361, -2.09083, -0.001, -0.184, -2.52102, -1.71679
0.197, -0.0230849, -0.0190118, 1.58259, -1.88073, -0.00121922, -0.232539, -0.0247324, -0.253794, -0.0243041, -0.251551, -1.17204, 0.783598, -3.01147, -2.18693, -0.001, -0.184, -2.59606, -1.79188
0.198, -0.0241016, -0.0152626, 1.58258, -1.88231, -0.00152403, -0.235388, -0.0260296, -0.25287, -0.0256257, -0.250651, -1.32152, 0.900376, -3.11027, -2.23052, -0.001, -0.184, -2.68978, -1.85422
0.199, -0.0253733, -0.00975523, 1.58257, -1.88378, -0.00152403, -0.240018, -0.0272772, -0.25197, -0.0268973, -0.249773, -1.27163, 0.877937, -3.23459, -2.24695, -0.001, -0.184, -2.80775, -1.89818
0.2, -0.0258697, -0.0102812, 1.58257, -1.8847, -0.00182883, -0.238949, -0.028057, -0.251403, -0.0276986, -0.249231, -0.80127, 0.542387, -3.39374, -2.3082, -0.001, -0.184, -2.96442, -1.9568
0.201, -0.0268704, -0.0161268, 1.58255, -1.88617, -0.00213364, -0.232183, -0.0293386, -0.25046, -0.029004, -0.24831, -1.30546, 0.92045, -3.475, -2.39348, -0.001, -0.184, -3.04068, -2.01285
0.202, -0.0271715, -0.017855, 1.58255, -1.88684, -0.00243844, -0.230047, -0.0299243, -0.250027, -0.0296099, -0.247902, -0.60588, 0.408463, -3.65874, -2.50149, -0.001, -0.184, -3.22292, -2.11223
0.203, -0.0278975, -0.0196188, 1.58253, -1.88798, -0.00274325, -0.227554, -0.0309328, -0.249275, -0.0306407, -0.247173, -1.03084, 0.728982, -3.75784, -2.58679, -0.001, -0.184, -3.31838, -2.18871
0.204, -0.0283945, -0.0126471, 1.58252, -1.88887, -0.00304806, -0.233964, -0.0317136, -0.248689, -0.0314426, -0.246611, -0.801837, 0.561664, -3.90974, -2.61495, -0.001, -0.184, -3.46781, -2.25171
0.205, -0.0295232, -0.00185852, 1.58251, -1.89007, -0.00304806, -0.243935, -0.0328197, -0.24785, -0.0325712, -0.245793, -1.12863, 0.817562, -4.01813, -2.55792, -0.001, -0.184, -3.57055, -2.24863
0.206, -0.0307114, 0.00435547, 1.58249, -1.89131, -0.00304806, -0.249277, -0.0339853, -0.246955, -0.0337595, -0.244921, -1.18825, 0.872348, -4.15496, -1.9045, -0.001, -0.184, -3.70145, -2.22628
0.207, -0.0305262, 0.00950799, 1.58248, -1.89206, -0.00396247, -0.253906, -0.0346942, -0.246409, -0.0344887, -0.244398, -0.729215, 0.523097, -4.33972, -1.85118, -0.001, -0.184, -3.88714, -2.19872
0.208, -0.0309236, 0.0102513, 1.58246, -1.8931, -0.00457208, -0.253906, -0.0356796, -0.245643, -0.0354957, -0.243655, -1.007, 0.743274, -4.45605, -1.79329, -0.001, -0.184, -4.00149, -2.14455
0.209, -0.0307517, 0.0037856, 1.58243, -1.89457, -0.00609611, -0.246428, -0.0370085, -0.244609, -0.0368478, -0.242642, -1.35211, 1.01263, -4.54662, -1.79491, -0.001, -0.184, -4.09291, -2.11384
0.21, -0.0313024, -0.00163741, 1.5824, -1.8955, -0.00640092, -0.240374, -0.0378434, -0.243956, -0.0377033, -0.242011, -0.855518, 0.630857, -4.75509, -2.44787, -0.001, -0.184, -4.29863, -2.13968
0.211, -0.0311716, -0.0115061, 1.58237, -1.89673, -0.00762014, -0.229691, -0.0389102, -0.24312, -0.0387917, -0.241197, -1.08842, 0.814555, -4.86823, -2.54029, -0.001, -0.184, -4.41243, -2.18276
0.212, -0.0314883, -0.0134224, 1.58232, -1.89814, -0.00853456, -0.226842, -0.0401191, -0.242166, -0.0400229, -0.240264, -1.23114, 0.932573, -4.99042, -2.6026, -0.001, -0.184, -4.53303, -2.23549
0.213, -0.0321774, -0.0102958, 1.58226, -1.89967, -0.00914417, -0.228978, -0.0413952, -0.241155, -0.0413215, -0.239274, -1.29866, 0.99002, -5.12635, -2.62852, -0.001, -0.184, -4.66552, -2.27704
0.214, -0.0333926, -0.0039011, 1.58222, -1.90064, -0.00883936, -0.234676, -0.0422852, -0.240437, -0.0422319, -0.238577, -0.910421, 0.696914, -5.34043, -2.62944, -0.001, -0.184, -4.87352, -2.30993
0.215, -0.0339039, 0.00979043, 1.58217, -1.90186, -0.00944897, -0.247496, -0.0433848, -0.239544, -0.0433529, -0.237706, -1.12093, 0.871586, -5.46689, -1.90865, -0.001, -0.184, -4.99743, -2.2576
0.216, -0.0338654, 0.0193679, 1.58213, -1.90283, -0.0103634, -0.256399, -0.0442407, -0.238848, -0.0442288, -0.237031, -0.875922, 0.674716, -5.65532, -1.78393, -0.001, -0.184, -5.18606, -2.18076
0.217, -0.0339935, 0.0287385, 1.58209, -1.9039, -0.0112778, -0.264945, -0.0452624, -0.238003, -0.0452713, -0.236207, -1.04249, 0.82398, -5.78687, -1.60301, -0.001, -0.184, -5.31697, -2.04667
0.218, -0.0343017, 0.0240167, 1.58203, -1.90521, -0.0121922, -0.259248, -0.0464635, -0.237007, -0.0464939, -0.235231, -1.22263, 0.975943, -5.9119, -1.51341, -0.001, -0.184, -5.44046, -1.93347
0.219, -0.0339219, 0.0188759, 1.58197, -1.90648, -0.0137163, -0.253194, -0.0475867, -0.236073, -0.0476381, -0.234318, -1.14421, 0.913097, -6.07659, -1.45917, -0.001, -0.184, -5.60705, -1.85354
0.22, -0.0334672, 0.0111808, 1.5819, -1.90774, -0.0152403, -0.244647, -0.0486355, -0.235201, -0.0487075, -0.233466, -1.0694, 0.851541, -6.23843, -1.45107, -0.001, -0.184, -5.77116, -1.80697
0.221, -0.0319654, 0.00168663, 1.58183, -1.90864, -0.0173739, -0.234676, -0.049249, -0.234702, -0.0493393, -0.23299, -0.631765, 0.476869, -6.43824, -1.50361, -0.001, -0.184, -5.97847, -1.81204
0.222, -0.0305193, -0.0107149, 1.58172, -1.91006, -0.0198124, -0.2215, -0.0502214, -0.233907, -0.0503317, -0.232215, -0.992378, 0.774496, -6.5212, -2.20373, -0.001, -0.184, -6.06865, -1.85016
0.223, -0.0290285, -0.0168989, 1.58166, -1.91069, -0.0216412, -0.21509, -0.0505428, -0.233658, -0.0506696, -0.231989, -0.337983, 0.226026, -6.72236, -2.3249, -0.001, -0.184, -6.27726, -1.94042
0.224, -0.0234116, -0.0230422, 1.58145, -1.91235, -0.0277373, -0.20868, -0.0510048, -0.233368, -0.0511489, -0.231722, -0.479244, 0.266646, -6.79281, -2.45857, -0.001, -0.184, -6.37578, -2.04338
0.225, -0.0202046, -0.0187683, 1.58131, -1.91341, -0.0310902, -0.212953, -0.0511352, -0.233343, -0.0512948, -0.231722, -0.145908, 0.000557907, -6.88937, -2.52363, -0.001, -0.184, -6.48836, -2.1298
0.226, -0.0169393, -0.00494424, 1.58114, -1.91452, -0.034443, -0.226842, -0.0512076, -0.233383, -0.0513824, -0.231786, -0.0875557, -0.0641932, -6.95328, -2.47637, -0.001, -0.184, -6.56859, -2.15165
0.227, -0.0129893, 0.00523549, 1.58096, -1.91569, -0.0384055, -0.237169, -0.0512054, -0.233506, -0.0513948, -0.231933, -0.0124346, -0.147446, -6.99481, -1.80112, -0.001, -0.184, -6.62987, -2.1273
0.228, 0.000230382, 0.0106563, 1.58054, -1.91782, -0.0509025, -0.243579, -0.0504718, -0.234467, -0.0506721, -0.232923, 0.722642, -0.989185, -6.27955, -1.69904, -0.001, -0.184, -6.58071, -2.05231
0.229, 0.00795203, 0.00869251, 1.58026, -1.91904, -0.0579131, -0.242511, -0.0497498, -0.235334, -0.049961, -0.233818, 0.711118, -0.89544, -6.20591, -1.6755, -0.001, -0.184, -6.54566, -2.01896
0.23, 0.0125996, -0.00246414, 1.57996, -1.92023, -0.0615707, -0.232539, -0.0487503, -0.23649, -0.0489711, -0.235004, 0.989956, -1.18558, -6.08246, -2.32511, -0.001, -0.184, -6.44545, -2.01279
0.231, 0.0164059, -0.00660787, 1.57971, -1.92119, -0.0646188, -0.229334, -0.0479815, -0.237401, -0.0482129, -0.235942, 0.75822, -0.938739, -6.02461, -2.38945, -0.001, -0.184, -6.40663, -2.05641
0.232, 0.021769, -0.0160536, 1.57931, -1.92249, -0.0682764, -0.221856, -0.0462703, -0.239336, -0.0465075, -0.23791, 1.70536, -1.96745, -5.69957, -2.41799, -0.001, -0.184, -6.1084, -2.03773
0.233, 0.0244728, -0.0220779, 1.57903, -1.9234, -0.0698005, -0.217227, -0.0450821, -0.2407, -0.0453277, -0.239305, 1.17978, -1.39489, -5.70652, -2.59727, -0.001, -0.184, -6.12885, -2.18689
0.234, 0.0281225, -0.0238687, 1.57868, -1.92449, -0.0719341, -0.217227, -0.0435592, -0.24246, -0.0438116, -0.241095, 1.51614, -1.79078, -5.48845, -2.66638, -0.001, -0.184, -5.92902, -2.24706
0.235, 0.0293931, -0.024314, 1.57846, -1.92512, -0.0722389, -0.217939, -0.042584, -0.243589, -0.0428458, -0.242253, 0.965789, -1.15747, -5.46231, -2.8328, -0.001, -0.184, -5.90924, -2.41126
0.236, 0.0300857, -0.0183974, 1.57817, -1.92598, -0.0716293, -0.225417, -0.0412741, -0.24512, -0.0415436, -0.243815, 1.30214, -1.56179, -5.26264, -2.84384, -0.001, -0.184, -5.71303, -2.45186
0.237, 0.0319758, -0.00898709, 1.57781, -1.92716, -0.0722389, -0.236457, -0.0399859, -0.246719, -0.0402631, -0.245444, 1.2805, -1.62905, -5.1152, -2.82669, -0.001, -0.184, -5.57503, -2.48176
0.238, 0.0326051, -0.000278011, 1.57744, -1.92837, -0.0716293, -0.246784, -0.038739, -0.248307, -0.0390242, -0.247062, 1.23892, -1.61809, -4.97452, -2.78517, -0.001, -0.184, -5.43749, -2.48378
