Time,e_0,e_1,s_0,s_1,k1_0,k1_1,q_0,q_4,dq_0,dq_4,dqr_0,dqr_1,dqd_0,dqd_1,ddqd_0,ddqd_1,tau_0,tau_4,Fext_0,Fext_1
0.001, -0.285468, -0.449871, -0.308695, -0.247868, 45, 200, 1.57079, -1.57079, -0.00213364, 0.00142444, -0.293197, -0.45881, -0.287602, -0.448446, -0.0281169, -0.0520806, -14.7331, -2.71387, -0, -0
0.002, -0.28289, -0.446658, -0.312276, -0.257507, 45, 200, 1.57075, -1.57079, -0.00457208, -0.00178055, -0.29303, -0.458751, -0.287462, -0.448438, 0.139871, 0.00769242, -14.9101, -2.79574, -0, -0
0.003, -0.26361, -0.432594, -0.296577, -0.260886, 45, 200, 1.57069, -1.57083, -0.02347, -0.0156688, -0.292623, -0.458524, -0.28708, -0.448262, 0.381764, 0.175999, -14.6528, -2.8413, -0, -0
0.004, -0.240432, -0.416072, -0.276654, -0.262792, 45, 200, 1.57053, -1.57094, -0.0457208, -0.0316937, -0.291672, -0.457979, -0.286153, -0.447766, 0.927532, 0.496864, -14.201, -2.87727, -0, -0
0.005, -0.228147, -0.405037, -0.269094, -0.267721, 45, 200, 1.5703, -1.57109, -0.0566938, -0.0420209, -0.290339, -0.457224, -0.284841, -0.447057, 1.3121, 0.708045, -14.0514, -2.93128, -0, -0
0.006, -0.213325, -0.387428, -0.258737, -0.268875, 45, 200, 1.56988, -1.57146, -0.0688861, -0.0580458, -0.287695, -0.455597, -0.282211, -0.445474, 2.6298, 1.58367, -13.5816, -2.95855, -0, -0
0.007, -0.187781, -0.363174, -0.236711, -0.266222, 45, 200, 1.56931, -1.57195, -0.0908321, -0.0801246, -0.284088, -0.453382, -0.278613, -0.443298, 3.59784, 2.17554, -12.8689, -2.96482, -0, -0
0.008, -0.166522, -0.349892, -0.219468, -0.269536, 45, 200, 1.56888, -1.57229, -0.109425, -0.0918762, -0.281408, -0.451809, -0.275947, -0.441768, 2.66591, 1.5303, -12.7251, -3.01489, -0, -0
0.009, -0.1391, -0.335868, -0.195738, -0.272343, 45, 200, 1.56826, -1.57279, -0.132895, -0.103628, -0.277448, -0.449499, -0.271995, -0.439496, 3.95214, 2.27194, -11.8245, -3.05155, -0, -0
0.01, -0.1236, -0.329402, -0.184571, -0.279203, 45, 200, 1.56784, -1.5731, -0.145697, -0.108613, -0.274737, -0.447976, -0.269297, -0.438016, 2.69795, 1.48052, -11.8792, -3.12379, -0, -0
0.011, -0.106605, -0.313288, -0.171751, -0.280709, 45, 200, 1.56724, -1.5736, -0.158804, -0.122502, -0.270841, -0.445712, -0.265409, -0.43579, 3.88824, 2.22541, -11.2436, -3.15219, -0, -0
0.012, -0.0878621, -0.289918, -0.156984, -0.278139, 45, 200, 1.56621, -1.5744, -0.170691, -0.142088, -0.263992, -0.441897, -0.258553, -0.432006, 6.85575, 3.78461, -10.0646, -3.14847, -0, -0
0.013, -0.0851342, -0.280798, -0.1586, -0.283113, 45, 200, 1.56507, -1.57541, -0.165509, -0.146717, -0.256095, -0.43738, -0.250644, -0.427515, 7.90957, 4.49004, -9.92364, -3.19729, -0, -0
0.014, -0.078939, -0.268712, -0.156578, -0.286391, 45, 200, 1.56373, -1.57661, -0.162157, -0.153483, -0.246567, -0.432037, -0.241096, -0.422195, 9.54814, 5.32055, -9.50636, -3.23427, -0, -0
0.015, -0.0652952, -0.253524, -0.146757, -0.287878, 45, 200, 1.56308, -1.57727, -0.170996, -0.165947, -0.241759, -0.429277, -0.236291, -0.419471, 4.80437, 2.72401, -10.3168, -3.28455, -0, -0
0.016, -0.0466491, -0.2356, -0.131529, -0.287745, 45, 200, 1.56234, -1.57794, -0.184103, -0.180904, -0.23622, -0.426276, -0.230752, -0.416504, 5.53949, 2.96731, -9.58317, -3.30259, -0, -0
0.017, -0.0326159, -0.221133, -0.120615, -0.289271, 45, 200, 1.56178, -1.57851, -0.193856, -0.193011, -0.231935, -0.42388, -0.226472, -0.414145, 4.27938, 2.3589, -9.45834, -3.33677, -0, -0
0.018, -0.0133211, -0.196685, -0.103649, -0.285317, 45, 200, 1.561, -1.57936, -0.206963, -0.214022, -0.22575, -0.420411, -0.220284, -0.410707, 6.18818, 3.4375, -8.20477, -3.32004, -0, -0
0.019, 0.0104118, -0.157877, -0.0777261, -0.273475, 45, 200, 1.55948, -1.58102, -0.218241, -0.246072, -0.21333, -0.413638, -0.207829, -0.403948, 12.4551, 6.75882, -4.58286, -3.22593, -0, -0
0.02, 0.0115447, -0.123135, -0.0743325, -0.26324, 45, 200, 1.55796, -1.58278, -0.206353, -0.273848, -0.200347, -0.406659, -0.194809, -0.396983, 13.0203, 6.96552, -4.22422, -3.15759, -0, -0
0.021, -1.11878e-05, -0.0977168, -0.0861148, -0.257281, 45, 200, 1.55699, -1.58424, -0.185627, -0.294146, -0.191194, -0.401517, -0.185638, -0.391863, 9.17088, 5.11965, -6.14448, -3.13153, -0, -0
0.022, -0.00805397, -0.0794817, -0.0961631, -0.254535, 45, 200, 1.55633, -1.58548, -0.170691, -0.308391, -0.184308, -0.397498, -0.178745, -0.387872, 6.89269, 3.99072, -7.46769, -3.12316, -0, -0
0.023, -0.00502599, -0.0627223, -0.0948473, -0.252066, 45, 200, 1.5555, -1.58706, -0.1649, -0.320142, -0.175505, -0.392467, -0.169926, -0.382865, 8.81928, 5.00776, -6.87447, -3.09892, -0, -0
0.024, 0.00744902, -0.0546629, -0.0804182, -0.253712, 45, 200, 1.55495, -1.588, -0.171606, -0.325128, -0.169737, -0.389361, -0.164157, -0.379791, 5.76929, 3.07392, -6.20361, -3.13135, -0, -0
0.025, 0.0271112, -0.0404491, -0.0577248, -0.251734, 45, 200, 1.55426, -1.58938, -0.183493, -0.335099, -0.161973, -0.385091, -0.156382, -0.375548, 7.77481, 4.24271, -4.52409, -3.10688, -0, -0
0.026, 0.0543375, -0.0203668, -0.0265544, -0.245775, 45, 200, 1.55329, -1.5911, -0.199952, -0.349699, -0.151232, -0.379589, -0.145615, -0.370066, 10.7668, 5.48177, -2.09903, -3.03939, -0, -0
0.027, 0.0673418, -0.00449331, -0.009336, -0.240311, 45, 200, 1.55244, -1.59248, -0.20361, -0.361095, -0.141904, -0.375086, -0.136268, -0.365588, 9.34664, 4.47803, -1.25381, -2.98113, -0, -0
0.028, 0.0440958, 0.0170282, -0.0292746, -0.225689, 45, 200, 1.55063, -1.59615, -0.157889, -0.371778, -0.119513, -0.364255, -0.113793, -0.35475, 22.4748, 10.8382, 0.755069, -2.71408, -0, -0
0.029, 0.0263496, 0.0395251, -0.0441238, -0.209317, 45, 200, 1.5497, -1.59885, -0.12619, -0.387447, -0.1056, -0.357413, -0.0998399, -0.347922, 13.9536, 6.82808, -1.94731, -2.57735, -0, -0
0.03, 0.0249827, 0.0445785, -0.0425709, -0.201466, 45, 200, 1.5492, -1.60035, -0.117045, -0.388872, -0.0978331, -0.353755, -0.0920627, -0.344293, 7.77725, 3.62905, -3.28005, -2.52918, -0, -0
0.031, 0.0280962, 0.0521387, -0.0364088, -0.192071, 45, 200, 1.54877, -1.60198, -0.112473, -0.392789, -0.0901569, -0.350083, -0.084377, -0.34065, 7.68565, 3.64295, -2.8973, -2.44086, -0, -0
0.032, 0.0377369, 0.0540489, -0.0233762, -0.185441, 45, 200, 1.5484, -1.60312, -0.116131, -0.392077, -0.0841749, -0.347427, -0.078394, -0.338028, 5.98305, 2.62244, -2.50123, -2.38964, -0, -0
0.033, 0.0516732, 0.0533262, -0.00562288, -0.180158, 45, 200, 1.54794, -1.60475, -0.121922, -0.387803, -0.0760417, -0.343847, -0.070249, -0.334477, 8.14498, 3.5506, -0.67674, -2.33828, -0, -0
0.034, 0.0596623, 0.0501223, 0.0063505, -0.176234, 45, 200, 1.54757, -1.60586, -0.123751, -0.382105, -0.0698832, -0.341319, -0.0640887, -0.331983, 6.16027, 2.49389, 0.786197, -2.3158, -0, -0
0.035, 0.0614398, 0.0444089, 0.0120936, -0.173788, 45, 200, 1.54709, -1.6073, -0.11735, -0.373203, -0.0617167, -0.338099, -0.0559104, -0.328794, 8.17835, 3.18935, 1.7269, -2.29612, -0, -0
0.036, 0.047247, 0.033245, 0.00138481, -0.174558, 45, 200, 1.54636, -1.60987, -0.0896128, -0.356822, -0.0482107, -0.332862, -0.0423658, -0.323577, 13.5446, 5.2171, 1.94024, -2.30161, -0, -0
0.037, 0.0298021, 0.0273078, -0.0130498, -0.173014, 45, 200, 1.54593, -1.61191, -0.0624851, -0.347207, -0.038547, -0.329156, -0.0326831, -0.319899, 9.68273, 3.67774, -0.952015, -2.30761, -0, -0
0.038, 0.0176057, 0.0292757, -0.0226722, -0.167405, 45, 200, 1.54564, -1.61407, -0.0414536, -0.345782, -0.0297266, -0.325735, -0.0238478, -0.316507, 8.83522, 3.39231, -1.79739, -2.25865, -0, -0
0.039, 0.0186475, 0.046739, -0.0189772, -0.153253, 45, 200, 1.5454, -1.61657, -0.032919, -0.359671, -0.0201687, -0.322131, -0.0142715, -0.312932, 9.5763, 3.57504, -1.26447, -2.11129, -0, -0
0.04, 0.021498, 0.0489488, -0.0133413, -0.146658, 45, 200, 1.54526, -1.61795, -0.0304806, -0.360027, -0.0148767, -0.320241, -0.00898253, -0.311078, 5.28901, 1.85373, -1.83451, -2.06211, -0, -0
0.041, 0.0215809, 0.0508729, -0.0104741, -0.140135, 45, 200, 1.54511, -1.62004, -0.0228604, -0.359314, -0.00718268, -0.317572, -0.00127956, -0.308442, 7.70297, 2.63629, -1.01209, -1.99488, -0, -0
0.042, 0.0160143, 0.0425528, -0.0135285, -0.13907, 45, 200, 1.54503, -1.6218, -0.0112778, -0.348987, -0.0011672, -0.31553, 0.00473649, -0.306434, 6.01605, 2.00708, -1.67443, -1.99885, -0, -0
0.043, 0.00749679, 0.0339024, -0.0200947, -0.138549, 45, 200, 1.54502, -1.62453, 0.0054865, -0.337592, 0.00706794, -0.312753, 0.0129833, -0.303689, 8.2468, 2.74513, -1.68289, -1.99882, -0, -0
0.044, 0.010385, 0.0244282, -0.0150235, -0.13894, 45, 200, 1.54505, -1.62588, 0.00640092, -0.326908, 0.0108811, -0.311505, 0.0167859, -0.30248, 3.80261, 1.20908, -2.37632, -2.02602, -0, -0
0.045, 0.0187383, 0.0201372, -0.0040059, -0.137006, 45, 200, 1.54507, -1.62749, 0.00274325, -0.321211, 0.0155828, -0.31006, 0.0214816, -0.301074, 4.69567, 1.40674, -1.19615, -2.01341, -0, -0
0.046, 0.0312446, 0.0187445, 0.0116808, -0.133718, 45, 200, 1.54507, -1.63006, -0.00182883, -0.31765, 0.0235068, -0.307858, 0.0294157, -0.298905, 7.93416, 2.1684, 1.82174, -1.98027, -0, -0
0.047, 0.0343299, 0.0148453, 0.0180282, -0.131982, 45, 200, 1.54507, -1.63192, 0.000914417, -0.312308, 0.0293358, -0.306378, 0.0352444, -0.297463, 5.82864, 1.44244, 1.77795, -1.97643, -0, -0
0.048, 0.0357131, 0.00967825, 0.0227104, -0.13137, 45, 200, 1.54508, -1.63318, 0.00335286, -0.306254, 0.0331678, -0.305451, 0.0390659, -0.296576, 3.82155, 0.886802, 1.59529, -1.98526, -0, -0
0.049, 0.0395175, -0.00389641, 0.0299396, -0.140518, 45, 200, 1.54511, -1.63528, 0.00579131, -0.291298, 0.0394089, -0.304032, 0.0453088, -0.295194, 6.24287, 1.38194, 2.43671, -2.15686, -0, -0
0.05, 0.0433331, -0.0132254, 0.0372897, -0.14873, 45, 200, 1.54513, -1.63637, 0.00518169, -0.281326, 0.0426283, -0.303349, 0.0485148, -0.294552, 3.20598, 0.642063, 2.04256, -2.26235, -0, -0
0.051, 0.0472476, -0.0234668, 0.0448458, -0.158149, 45, 200, 1.54514, -1.63717, 0.00365767, -0.270643, 0.0450362, -0.302866, 0.0509053, -0.29411, 2.39054, 0.441904, 2.14995, -2.36753, -0, -0
0.052, 0.0512304, -0.0320099, 0.0525736, -0.167188, 45, 200, 1.54516, -1.63849, 0.00365767, -0.261384, 0.0490284, -0.30211, 0.0548881, -0.293394, 3.9828, 0.715713, 2.81806, -2.46037, -0, -0
0.053, 0.0536655, -0.0331282, 0.0588017, -0.172565, 45, 200, 1.54518, -1.63981, 0.00518169, -0.259604, 0.0529969, -0.301408, 0.0588472, -0.292732, 3.95907, 0.662262, 3.05975, -2.51568, -0, -0
0.054, 0.0544016, -0.0284762, 0.0633337, -0.174817, 45, 200, 1.54523, -1.64142, 0.00914417, -0.263521, 0.0577013, -0.300634, 0.0635458, -0.291997, 4.6986, 0.734827, 3.42314, -2.53744, -0, -0
0.055, 0.0528578, -0.0193121, 0.0655289, -0.174255, 45, 200, 1.5453, -1.643, 0.0149355, -0.272068, 0.0619567, -0.299976, 0.0677933, -0.29138, 4.2475, 0.617405, 3.42718, -2.53013, -0, -0
0.056, 0.0526502, -0.0156509, 0.0690675, -0.176175, 45, 200, 1.54539, -1.64437, 0.0185931, -0.275273, 0.0654187, -0.299479, 0.0712433, -0.290923, 3.45008, 0.456282, 3.38765, -2.54956, -0, -0
0.057, 0.056134, 0.000260462, 0.0764124, -0.16726, 45, 200, 1.54552, -1.64638, 0.0201172, -0.290585, 0.0704306, -0.298841, 0.0762512, -0.290325, 5.00783, 0.598633, 4.19313, -2.40034, -0, -0
0.058, 0.0616375, 0.00560902, 0.0859242, -0.161921, 45, 200, 1.54562, -1.64785, 0.0182883, -0.295571, 0.0741159, -0.298438, 0.0799259, -0.289962, 3.67467, 0.363025, 4.34598, -2.32981, -0, -0
0.059, 0.067042, 0.00842289, 0.0954576, -0.157462, 45, 200, 1.5457, -1.64934, 0.0167643, -0.298064, 0.078006, -0.298076, 0.0838063, -0.289641, 3.88044, 0.321101, 4.8214, -2.28529, -0, -0
0.06, 0.0686999, 0.00943847, 0.101233, -0.153784, 45, 200, 1.54582, -1.65108, 0.0195076, -0.298776, 0.0824141, -0.297732, 0.0882075, -0.289337, 4.40117, 0.303361, 5.20488, -2.25188, -0, -0
0.061, 0.068807, 0.0124815, 0.10544, -0.148783, 45, 200, 1.54592, -1.65262, 0.0231652, -0.301625, 0.086189, -0.297497, 0.0919722, -0.289143, 3.76478, 0.194187, 5.26838, -2.20314, -0, -0
0.062, 0.0674879, 0.0178872, 0.108174, -0.142156, 45, 200, 1.546, -1.65351, 0.0265181, -0.306966, 0.0882414, -0.297392, 0.094006, -0.289079, 2.03378, 0.0639953, 5.03248, -2.13607, -0, -0
0.063, 0.0660554, 0.0207786, 0.110765, -0.136585, 45, 200, 1.54608, -1.65441, 0.0298709, -0.309815, 0.0901808, -0.297308, 0.0959263, -0.289037, 1.92028, 0.042554, 5.15375, -2.0817, -0, -0
0.064, 0.0650608, 0.0235986, 0.11378, -0.130872, 45, 200, 1.54621, -1.6557, 0.0332238, -0.31124, 0.092556, -0.295878, 0.0982846, -0.287641, 2.35831, 1.39552, 5.42849, -2.01563, -0, -0
0.065, 0.0647215, 0.0231923, 0.117451, -0.126797, 45, 200, 1.54632, -1.65661, 0.0347478, -0.309459, 0.0937633, -0.29447, 0.0994694, -0.286267, 1.18476, 1.37429, 5.33174, -1.97886, -0, -0
0.066, 0.0660454, 0.0236141, 0.122834, -0.122283, 45, 200, 1.54642, -1.65754, 0.0347478, -0.308391, 0.0951089, -0.292947, 0.100793, -0.284777, 1.32382, 1.49014, 5.60626, -1.93548, -0, -0
0.067, 0.0684606, 0.0195589, 0.129372, -0.120271, 45, 200, 1.54655, -1.65878, 0.0341382, -0.302337, 0.0969339, -0.290917, 0.102599, -0.282778, 1.80561, 1.99864, 5.98119, -1.91888, -0, -0
0.068, 0.0696366, 0.0190645, 0.134679, -0.116511, 45, 200, 1.54669, -1.65993, 0.034443, -0.3002, 0.0984355, -0.289243, 0.10408, -0.281136, 1.48083, 1.64229, 6.13361, -1.88703, -0, -0
0.069, 0.0703483, 0.0137201, 0.139529, -0.115593, 45, 200, 1.5468, -1.66089, 0.0350526, -0.293434, 0.0997783, -0.287788, 0.105401, -0.279714, 1.32133, 1.42164, 6.27976, -1.88895, -0, -0
0.07, 0.0690352, 0.00562718, 0.142299, -0.116973, 45, 200, 1.54698, -1.66233, 0.0381007, -0.283463, 0.101533, -0.285879, 0.107136, -0.277836, 1.73492, 1.87816, 6.46483, -1.91673, -0, -0
0.071, 0.0678811, -0.00364593, 0.145209, -0.123918, 45, 200, 1.54718, -1.66365, 0.0405391, -0.27278, 0.102838, -0.284436, 0.10842, -0.276426, 1.28435, 1.41018, 6.36457, -2.06648, -0, -0
0.072, 0.0669846, -0.0101367, 0.148362, -0.13041, 45, 200, 1.54739, -1.66499, 0.0426728, -0.264945, 0.104097, -0.283059, 0.109657, -0.275082, 1.23713, 1.34364, 6.41715, -2.14837, -0, -0
0.073, 0.0634054, -0.0129958, 0.148725, -0.135367, 45, 200, 1.54766, -1.66661, 0.0475497, -0.260672, 0.105416, -0.281612, 0.110955, -0.273668, 1.29772, 1.41417, 6.41556, -2.20403, -0, -0
0.074, 0.0623303, -0.0160538, 0.151602, -0.14068, 45, 200, 1.5478, -1.66736, 0.0490737, -0.257111, 0.10589, -0.281072, 0.111404, -0.273165, 0.448896, 0.503172, 6.28377, -2.26966, -0, -0
0.075, 0.0644872, -0.0228098, 0.157795, -0.148314, 45, 200, 1.54815, -1.66914, 0.0478545, -0.249277, 0.106851, -0.279959, 0.112342, -0.272086, 0.937643, 1.07842, 6.57296, -2.3491, -0, -0
0.076, 0.0662204, -0.0236914, 0.163596, -0.153064, 45, 200, 1.54843, -1.67061, 0.0469401, -0.247496, 0.107693, -0.279026, 0.11316, -0.271188, 0.818875, 0.898876, 6.72618, -2.40034, -0, -0
0.077, 0.0664705, -0.0220308, 0.1679, -0.156438, 45, 200, 1.54862, -1.67162, 0.0472449, -0.248564, 0.108272, -0.278397, 0.113715, -0.270595, 0.554826, 0.592338, 6.80097, -2.43721, -0, -0
0.078, 0.0640286, -0.023155, 0.169428, -0.161276, 45, 200, 1.54887, -1.67287, 0.0502929, -0.246784, 0.108902, -0.277706, 0.114321, -0.269939, 0.60615, 0.656267, 6.84345, -2.48735, -0, -0
0.079, 0.0602769, -0.0203555, 0.169553, -0.16397, 45, 200, 1.54913, -1.67404, 0.0542554, -0.249277, 0.109139, -0.277362, 0.114532, -0.269632, 0.210765, 0.30679, 6.74833, -2.51693, -0, -0
0.08, 0.0574781, -0.0193284, 0.170584, -0.167482, 45, 200, 1.54936, -1.67507, 0.0573034, -0.249989, 0.109414, -0.27701, 0.114782, -0.269317, 0.249323, 0.314914, 6.77901, -2.55289, -0, -0
0.081, 0.0543571, -0.0129807, 0.171221, -0.167832, 45, 200, 1.54959, -1.67611, 0.0606563, -0.256043, 0.109671, -0.276679, 0.115013, -0.269023, 0.231852, 0.293825, 6.80763, -2.55349, -0, -0
0.082, 0.0517689, -0.00730207, 0.172337, -0.167902, 45, 200, 1.54985, -1.6771, 0.0630948, -0.26174, 0.109549, -0.27666, 0.114864, -0.269043, -0.149813, -0.0191512, 6.77065, -2.55161, -0, -0
0.083, 0.0496477, 0.000971277, 0.173874, -0.16228, 45, 200, 1.55004, -1.67788, 0.0652284, -0.269931, 0.109588, -0.27654, 0.114876, -0.26896, 0.012456, 0.0828255, 6.95167, -2.437, -0, -0
0.084, 0.046366, 0.0104261, 0.17416, -0.154275, 45, 200, 1.55038, -1.67929, 0.0685813, -0.27919, 0.109685, -0.276307, 0.114947, -0.268764, 0.0711717, 0.195972, 7.05593, -2.33643, -0, -0
0.085, 0.0441929, 0.0168785, 0.175508, -0.1472, 45, 200, 1.55058, -1.68012, 0.0707149, -0.2856, 0.109672, -0.276227, 0.114908, -0.268721, -0.0394361, 0.0423849, 7.13639, -2.26376, -0, -0
0.086, 0.0403605, 0.023976, 0.175083, -0.139323, 45, 200, 1.55088, -1.6813, 0.0743726, -0.292722, 0.109524, -0.276215, 0.114733, -0.268746, -0.174724, -0.0246127, 7.15216, -2.18299, -0, -0
0.087, 0.0364123, 0.0294394, 0.174429, -0.131957, 45, 200, 1.55118, -1.68254, 0.078335, -0.298064, 0.109564, -0.276056, 0.114747, -0.268624, 0.0142989, 0.121737, 7.22822, -2.10737, -0, -0
0.088, 0.0324903, 0.0303813, 0.173682, -0.126805, 45, 200, 1.55141, -1.68341, 0.0819927, -0.299132, 0.109327, -0.276145, 0.114483, -0.268751, -0.264338, -0.126443, 7.16964, -2.06033, -0, -0
0.089, 0.0276001, 0.0339736, 0.171797, -0.120148, 45, 200, 1.55184, -1.68491, 0.08626, -0.303049, 0.108733, -0.276432, 0.11386, -0.269076, -0.623003, -0.324935, 7.06053, -1.99496, -0, -0
0.09, 0.0231735, 0.0299921, 0.17021, -0.117481, 45, 200, 1.55228, -1.68643, 0.0899176, -0.299488, 0.107993, -0.276813, 0.113091, -0.269496, -0.768842, -0.420321, 6.97611, -1.97529, -0, -0
0.091, 0.0197571, 0.0260198, 0.169491, -0.115025, 45, 200, 1.55256, -1.6873, 0.0926609, -0.295927, 0.107349, -0.277186, 0.112418, -0.269907, -0.673199, -0.411285, 6.97532, -1.95703, -0, -0
0.092, 0.0200264, 0.0155053, 0.172476, -0.116546, 45, 200, 1.55321, -1.68935, 0.0908321, -0.286312, 0.105822, -0.278045, 0.110858, -0.270807, -1.55956, -0.899463, 6.87349, -1.99064, -0, -0
0.093, 0.0187793, 0.00943544, 0.173885, -0.116412, 45, 200, 1.55385, -1.69127, 0.0902224, -0.281326, 0.104, -0.279088, 0.109002, -0.271891, -1.85673, -1.08438, 6.85483, -2.00253, -0, -0
0.094, 0.016189, 0.0104628, 0.173821, -0.112617, 45, 200, 1.5542, -1.69244, 0.0920513, -0.282751, 0.103267, -0.279447, 0.10824, -0.272288, -0.761388, -0.397085, 7.12513, -1.96009, -0, -0
0.095, 0.0129849, 0.00434991, 0.172964, -0.113225, 45, 200, 1.55466, -1.69383, 0.0938801, -0.277409, 0.101923, -0.280179, 0.106865, -0.273059, -1.3753, -0.771236, 6.92245, -1.9846, -0, -0
0.096, 0.00755293, 0.000644737, 0.169492, -0.113782, 45, 200, 1.55506, -1.69489, 0.0978426, -0.27456, 0.100486, -0.280996, 0.105396, -0.273916, -1.4695, -0.856298, 6.70287, -2.01094, -0, -0
0.097, 0.00323982, -0.00396977, 0.166657, -0.118465, 45, 200, 1.55544, -1.696, 0.100891, -0.270643, 0.0992512, -0.281654, 0.10413, -0.274613, -1.26506, -0.697308, 6.49868, -2.11424, -0, -0
0.098, -0.0031158, -0.00941921, 0.158841, -0.124357, 45, 200, 1.55595, -1.69734, 0.105158, -0.26637, 0.0971976, -0.282789, 0.102042, -0.275789, -2.08834, -1.17612, 5.34617, -2.19162, -0, -0
0.099, -0.0063692, -0.0272409, 0.153734, -0.137787, 45, 200, 1.5567, -1.69917, 0.105158, -0.250345, 0.0939844, -0.284542, 0.0987887, -0.277586, -3.2534, -1.79675, 4.73693, -2.3502, -0, -0
0.1, -0.00634682, -0.041339, 0.151904, -0.150034, 45, 200, 1.55743, -1.70082, 0.1015, -0.238237, 0.0903911, -0.286488, 0.0951534, -0.279576, -3.63529, -1.99037, 4.52697, -2.48112, -0, -0
0.101, -0.00571758, -0.0421251, 0.150746, -0.155648, 45, 200, 1.55822, -1.70277, 0.097233, -0.239306, 0.0867949, -0.288299, 0.0915154, -0.281431, -3.63803, -1.85447, 4.49092, -2.53778, -0, -0
0.102, -0.00764551, -0.0430707, 0.146847, -0.161379, 45, 200, 1.55871, -1.70389, 0.0966234, -0.239662, 0.0842935, -0.28956, 0.0889778, -0.282732, -2.53755, -1.30166, 4.55366, -2.59226, -0, -0
0.103, -0.00475354, -0.0378053, 0.148058, -0.163775, 45, 200, 1.55909, -1.70491, 0.0920513, -0.245716, 0.082645, -0.290311, 0.0872977, -0.283521, -1.68011, -0.788463, 4.86491, -2.61283, -0, -0
0.104, -0.00274942, -0.0341097, 0.148662, -0.166789, 45, 200, 1.55944, -1.70593, 0.0886984, -0.249989, 0.0813261, -0.290852, 0.085949, -0.284099, -1.34874, -0.577716, 5.02754, -2.64177, -0, -0
0.105, -0.00108792, -0.0217464, 0.149295, -0.164787, 45, 200, 1.55995, -1.70746, 0.0850408, -0.263165, 0.0793629, -0.291627, 0.0839528, -0.284911, -1.99616, -0.812758, 5.02285, -2.62059, -0, -0
0.106, 0.00202643, -0.0062027, 0.153675, -0.159768, 45, 200, 1.56062, -1.70962, 0.0795543, -0.279546, 0.0770254, -0.292427, 0.0815807, -0.285749, -2.37215, -0.837354, 5.6748, -2.55739, -0, -0
0.107, 0.00390342, 0.00288252, 0.157126, -0.15309, 45, 200, 1.56115, -1.71164, 0.0765062, -0.288805, 0.0758828, -0.292566, 0.0804096, -0.285922, -1.17106, -0.173631, 6.24464, -2.4205, -0, -0
0.108, 0.00387435, 0.00662476, 0.158668, -0.148402, 45, 200, 1.56153, -1.7131, 0.0755918, -0.292722, 0.0749665, -0.292707, 0.0794661, -0.286097, -0.943482, -0.174965, 6.40082, -2.36853, -0, -0
0.109, 0.001102, 0.0132331, 0.156928, -0.141549, 45, 200, 1.56191, -1.71458, 0.0774206, -0.299488, 0.0740501, -0.292831, 0.0785226, -0.286255, -0.94352, -0.157757, 6.28743, -2.29393, -0, -0
0.11, -0.00674943, 0.020295, 0.147186, -0.133925, 45, 200, 1.56249, -1.71666, 0.0835167, -0.306966, 0.0723258, -0.293213, 0.0767673, -0.286671, -1.75532, -0.416354, 5.17638, -2.2155, -0, -0
0.111, -0.011514, 0.0257384, 0.140162, -0.126772, 45, 200, 1.56299, -1.71858, 0.0868696, -0.312664, 0.0709432, -0.293433, 0.0753556, -0.286926, -1.41169, -0.254394, 4.9961, -2.14084, -0, -0
0.112, -0.0096829, 0.0252849, 0.139862, -0.122596, 45, 200, 1.56352, -1.72043, 0.0832119, -0.312664, 0.0691476, -0.293852, 0.073529, -0.287379, -1.82658, -0.453499, 4.96499, -2.10405, -0, -0
0.113, -0.00595065, 0.0236851, 0.141784, -0.119089, 45, 200, 1.56392, -1.72199, 0.078335, -0.31124, 0.0680305, -0.293995, 0.0723844, -0.287555, -1.14464, -0.175348, 5.30041, -2.07134, -0, -0
0.114, -0.000957897, 0.0175569, 0.145791, -0.118257, 45, 200, 1.56436, -1.72381, 0.0722389, -0.305186, 0.0669543, -0.294037, 0.071281, -0.287629, -1.10336, -0.0743296, 5.65724, -2.07195, -0, -0
0.115, -1.79668e-05, 0.00621855, 0.146469, -0.121169, 45, 200, 1.56492, -1.72626, 0.0701053, -0.29379, 0.065788, -0.293948, 0.0700873, -0.287572, -1.19371, 0.0571479, 5.8208, -2.12115, -0, -0
0.116, -0.00280074, -0.00174871, 0.142277, -0.12696, 45, 200, 1.56548, -1.72854, 0.0713245, -0.285956, 0.0642537, -0.294048, 0.0685238, -0.287705, -1.56355, -0.132856, 5.28269, -2.25096, -0, -0
0.117, -0.00649719, -0.0049413, 0.136714, -0.131112, 45, 200, 1.56584, -1.72996, 0.0737629, -0.282751, 0.0630232, -0.294004, 0.0672658, -0.287692, -1.25801, 0.0123975, 5.04651, -2.30529, -0, -0
0.118, -0.00608428, -0.0133242, 0.135301, -0.13886, 45, 200, 1.56606, -1.73079, 0.0725437, -0.274204, 0.062242, -0.29381, 0.0664594, -0.287528, -0.806308, 0.163745, 5.07549, -2.39793, -0, -0
0.119, -0.0060144, -0.0154706, 0.133553, -0.143671, 45, 200, 1.56635, -1.73181, 0.0710197, -0.271712, 0.060816, -0.293434, 0.0650053, -0.287182, -1.45415, 0.346301, 4.85928, -2.44938, -0, -0
0.12, -0.00538386, -0.01643, 0.132431, -0.147964, 45, 200, 1.56656, -1.73269, 0.0698005, -0.270643, 0.0602511, -0.293295, 0.0644166, -0.287073, -0.588684, 0.109003, 5.02395, -2.49721, -0, -0
