Time,e_0,e_1,s_0,s_1,k1_0,k1_1,q_0,q_4,dq_0,dq_4,dqr_0,dqr_1,dqd_0,dqd_1,ddqd_0,ddqd_1,tau_0,tau_4,Fext_0,Fext_1
8.451, -0.000212525, 0.0742442, -0.112823, 0.166721, 45, 200, 1.34594, -2.1397, -0.256341, 0.0160249, -0.160303, 0.14269, -0.256554, 0.0902692, 0.588986, 3.25151, -4.31235, 1.09595, -0.209886, -8.75815
8.452, 0.00153337, 0.073982, -0.109924, 0.172887, 45, 200, 1.34495, -2.13963, -0.257561, 0.0192299, -0.159399, 0.145932, -0.256027, 0.0932119, 0.526676, 2.94275, -3.89691, 1.15507, -0.209886, -8.75815
8.453, 0.00455219, 0.0720331, -0.105248, 0.178147, 45, 200, 1.34389, -2.13954, -0.259999, 0.0242154, -0.158443, 0.149266, -0.255447, 0.0962485, 0.580369, 3.0366, -3.65708, 1.208, -0.209886, -8.75815
8.454, 0.00716587, 0.0685303, -0.100706, 0.182524, 45, 200, 1.34258, -2.1394, -0.261828, 0.0313376, -0.157284, 0.153178, -0.254662, 0.099868, 0.784845, 3.61946, -3.43491, 1.25573, -0.209886, -8.75815
8.455, 0.00562539, 0.0637, -0.100468, 0.186087, 45, 200, 1.34074, -2.13914, -0.259085, 0.0409526, -0.15571, 0.158247, -0.253459, 0.104653, 1.20278, 4.78466, -3.40135, 1.29972, -0.209886, -8.75815
8.456, 0.00354694, 0.0591004, -0.101022, 0.18962, 45, 200, 1.33945, -2.13891, -0.256341, 0.0484309, -0.154671, 0.161417, -0.252795, 0.107531, 0.664792, 2.87864, -3.60873, 1.32079, -0.209886, -8.75815
8.457, -0.000345539, 0.0570863, -0.105616, 0.194384, 45, 200, 1.33848, -2.13871, -0.252074, 0.0523481, -0.153922, 0.163615, -0.25242, 0.109434, 0.374804, 1.90312, -4.32877, 1.3607, -0.209886, -8.75815
8.458, 0.0001524, 0.0525831, -0.104584, 0.197744, 45, 200, 1.33691, -2.13836, -0.251769, 0.0598264, -0.152752, 0.166913, -0.251617, 0.112409, 0.802744, 2.97509, -3.97036, 1.40172, -0.522705, -8.99727
8.459, 0.00196616, 0.0479588, -0.101518, 0.200874, 45, 200, 1.33597, -2.13811, -0.253293, 0.0658803, -0.152093, 0.168672, -0.251327, 0.113839, 0.289737, 1.42957, -3.84175, 1.42119, -0.522705, -8.99727
8.46, 0.00707223, 0.0439307, -0.0944914, 0.204147, 45, 200, 1.33466, -2.13776, -0.257866, 0.0719341, -0.151191, 0.171021, -0.250793, 0.115865, 0.533982, 2.02579, -3.43311, 1.45769, -0.522705, -8.99727
8.461, 0.00766518, 0.0373528, -0.0919265, 0.205865, 45, 200, 1.33361, -2.13744, -0.25817, 0.0797685, -0.150535, 0.172603, -0.250505, 0.117121, 0.288146, 1.25653, -3.39942, 1.46857, -0.522705, -8.99727
8.462, 0.00274984, 0.0244215, -0.0954417, 0.203742, 45, 200, 1.33136, -2.13666, -0.252379, 0.0950812, -0.149294, 0.175302, -0.249629, 0.119503, 0.875968, 2.38139, -3.51925, 1.45339, -0.522705, -8.99727
8.463, -0.00167784, 0.00866848, -0.101058, 0.198943, 45, 200, 1.32936, -2.13583, -0.247502, 0.111818, -0.148476, 0.176608, -0.24918, 0.120487, 0.449209, 0.984092, -4.32867, 1.38585, -0.522705, -8.99727
8.464, -0.00180948, 0.000542751, -0.102408, 0.196103, 45, 200, 1.32835, -2.13534, -0.247502, 0.119653, -0.148238, 0.176643, -0.249312, 0.120196, -0.131638, -0.291323, -4.48602, 1.32742, -0.522705, -8.99727
8.465, -0.00259529, -0.0051886, -0.104568, 0.190641, 45, 200, 1.32741, -2.13487, -0.246893, 0.124994, -0.148044, 0.176578, -0.249488, 0.119806, -0.176201, -0.389708, -4.56241, 1.22425, -0.522705, -8.99727
8.466, 1.15322e-07, -0.0113928, -0.101924, 0.184163, 45, 200, 1.32616, -2.13422, -0.249636, 0.130692, -0.147823, 0.176395, -0.249636, 0.119299, -0.147847, -0.506433, -4.14123, 1.15564, -0.522705, -8.99727
8.467, 0.000987055, -0.0139872, -0.0999413, 0.179251, 45, 200, 1.32535, -2.13379, -0.250855, 0.132829, -0.147687, 0.176259, -0.249868, 0.118842, -0.232283, -0.457803, -3.87852, 1.11046, -0.522705, -8.99727
8.468, 0.0010433, -0.0154796, -0.0988708, 0.174767, 45, 200, 1.32416, -2.13312, -0.25116, 0.133541, -0.147567, 0.1758, -0.250116, 0.118061, -0.24856, -0.780165, -3.83043, 1.06801, -0.522705, -8.99727
8.469, 0.000361086, -0.0176648, -0.098841, 0.169767, 45, 200, 1.32313, -2.13261, -0.25055, 0.135678, -0.147272, 0.176068, -0.250189, 0.118013, -0.0726029, -0.048508, -3.84667, 1.02751, -0.522705, -8.99727
8.47, -0.00469003, -0.0206781, -0.105566, 0.164142, 45, 200, 1.32189, -2.13192, -0.245673, 0.13817, -0.14708, 0.175864, -0.250363, 0.117492, -0.174226, -0.520545, -4.58704, 0.9713, -0.522705, -8.99727
8.471, -0.0103963, -0.0233166, -0.113457, 0.158537, 45, 200, 1.32088, -2.13135, -0.240187, 0.140307, -0.146933, 0.175676, -0.250583, 0.116991, -0.219749, -0.501797, -4.95372, 0.919105, -0.522705, -8.99727
8.472, -0.00978383, -0.0272198, -0.114983, 0.152071, 45, 200, 1.31995, -2.1308, -0.241101, 0.143512, -0.146869, 0.175291, -0.250885, 0.116292, -0.301963, -0.698293, -4.99384, 0.855635, -0.522705, -8.99727
8.473, -0.00121579, -0.0326197, -0.10748, 0.144575, 45, 200, 1.31872, -2.13006, -0.249941, 0.148142, -0.146774, 0.174833, -0.251156, 0.115522, -0.271325, -0.770401, -4.48632, 0.781533, -0.522705, -8.99727
8.474, 0.00153283, -0.0351121, -0.103579, 0.138415, 45, 200, 1.31769, -2.12943, -0.252989, 0.149922, -0.146708, 0.174431, -0.251456, 0.11481, -0.299439, -0.711912, -3.87131, 0.723279, -0.522705, -8.99727
8.475, 0.00158886, -0.0359704, -0.102356, 0.133033, 45, 200, 1.31672, -2.12885, -0.253293, 0.150278, -0.146593, 0.174236, -0.251705, 0.114308, -0.248769, -0.502151, -3.80347, 0.67452, -0.522705, -8.99727
8.476, -0.000572352, -0.031836, -0.105347, 0.13035, 45, 200, 1.31514, -2.12794, -0.25116, 0.146005, -0.146257, 0.174401, -0.251732, 0.114169, -0.0275772, -0.13893, -4.28456, 0.656987, -0.522705, -8.99727
8.477, -0.0029184, -0.0234563, -0.109122, 0.130251, 45, 200, 1.31345, -2.12698, -0.248721, 0.137814, -0.145801, 0.17489, -0.25164, 0.114358, 0.0924008, 0.189221, -4.52898, 0.668786, -0.522705, -8.99727
8.478, -0.00433484, -0.0212618, -0.11217, 0.127193, 45, 200, 1.31222, -2.1263, -0.247197, 0.136034, -0.14534, 0.175635, -0.251532, 0.114772, 0.107587, 0.413913, -4.6703, 0.645324, -0.849384, -9.18843
8.479, -0.00479117, -0.0185755, -0.114312, 0.124565, 45, 200, 1.31099, -2.12563, -0.246588, 0.133897, -0.144834, 0.176513, -0.251379, 0.115322, 0.153273, 0.549684, -4.7456, 0.625974, -0.849384, -9.18843
8.48, -0.00171711, -0.018164, -0.112435, 0.120828, 45, 200, 1.31024, -2.12524, -0.249636, 0.133897, -0.144456, 0.177251, -0.251353, 0.115733, 0.0260048, 0.411477, -4.60173, 0.590921, -0.849384, -9.18843
8.481, 0.000850083, -0.0186689, -0.10892, 0.116596, 45, 200, 1.30921, -2.12468, -0.252074, 0.134965, -0.143976, 0.178139, -0.251224, 0.116297, 0.128753, 0.563394, -3.99875, 0.551689, -0.849384, -9.18843
8.482, 0.00576941, -0.020717, -0.102207, 0.111451, 45, 200, 1.30846, -2.12428, -0.256951, 0.137458, -0.143582, 0.178907, -0.251182, 0.116741, 0.0424429, 0.444695, -3.59575, 0.499133, -0.849384, -9.18843
8.483, 0.00711556, -0.0180215, -0.0989373, 0.108867, 45, 200, 1.30715, -2.12359, -0.257866, 0.136034, -0.142801, 0.180495, -0.25075, 0.118012, 0.431724, 1.27104, -3.37649, 0.484376, -0.849384, -9.18843
8.484, 0.00367838, -0.0172352, -0.100831, 0.105386, 45, 200, 1.30611, -2.12303, -0.254208, 0.136034, -0.142231, 0.181599, -0.250529, 0.118799, 0.220496, 0.786322, -3.562, 0.448612, -0.849384, -9.18843
8.485, -0.00231046, -0.0121109, -0.108142, 0.104504, 45, 200, 1.30486, -2.12236, -0.247807, 0.132117, -0.141471, 0.18312, -0.250117, 0.120006, 0.41207, 1.2071, -4.39151, 0.451886, -0.849384, -9.18843
8.486, -0.00507667, -0.00828837, -0.112628, 0.10338, 45, 200, 1.30392, -2.12186, -0.244759, 0.129268, -0.14084, 0.184406, -0.249836, 0.120979, 0.281844, 0.973633, -4.66259, 0.447423, -0.849384, -9.18843
8.487, -0.00459897, -0.00113925, -0.113813, 0.105389, 45, 200, 1.3029, -2.12135, -0.244759, 0.12357, -0.140016, 0.186166, -0.249358, 0.122431, 0.477701, 1.45137, -4.68142, 0.496335, -0.849384, -9.18843
8.488, -0.00261971, 0.00382557, -0.113212, 0.110217, 45, 200, 1.30196, -2.12089, -0.246283, 0.120009, -0.139214, 0.187877, -0.248903, 0.123834, 0.455239, 1.40372, -4.66552, 0.606206, -0.849384, -9.18843
8.489, 0.000363043, 0.00540793, -0.109516, 0.113641, 45, 200, 1.30094, -2.12039, -0.248721, 0.120009, -0.138324, 0.189764, -0.248358, 0.125417, 0.544304, 1.58236, -4.10747, 0.649792, -0.849384, -9.18843
8.49, 0.00308327, 0.00745557, -0.10534, 0.117595, 45, 200, 1.29998, -2.11993, -0.250855, 0.119653, -0.137393, 0.191758, -0.247772, 0.127108, 0.586586, 1.69153, -3.83089, 0.698215, -0.849384, -9.18843
8.491, 0.00371795, 0.0106037, -0.103156, 0.122465, 45, 200, 1.29873, -2.11933, -0.25055, 0.118941, -0.136111, 0.19449, -0.246832, 0.129544, 0.939484, 2.43588, -3.69915, 0.761259, -0.849384, -9.18843
8.492, 0.00236606, 0.0134047, -0.103175, 0.127429, 45, 200, 1.29769, -2.11885, -0.248417, 0.118228, -0.134986, 0.196876, -0.24605, 0.131633, 0.781757, 2.08886, -3.81347, 0.815467, -0.849384, -9.18843
8.493, -8.71701e-06, 0.0152266, -0.105756, 0.132058, 45, 200, 1.29674, -2.11839, -0.245368, 0.118228, -0.13397, 0.198994, -0.245377, 0.133455, 0.673274, 1.82184, -4.28378, 0.864968, -0.849384, -9.18843
8.494, -0.00194445, 0.0148864, -0.10894, 0.135578, 45, 200, 1.29595, -2.11801, -0.24293, 0.120009, -0.133124, 0.20073, -0.244874, 0.134895, 0.50271, 1.44037, -4.67513, 0.899828, -0.849384, -9.18843
8.495, -0.00617713, 0.0189907, -0.115008, 0.141633, 45, 200, 1.29475, -2.11741, -0.237748, 0.118228, -0.131835, 0.203344, -0.243925, 0.137219, 0.949012, 2.32379, -4.94964, 0.973444, -0.849384, -9.18843
8.496, -0.0045651, 0.0201593, -0.115055, 0.1463, 45, 200, 1.29406, -2.11706, -0.238968, 0.118228, -0.1311, 0.204807, -0.243533, 0.138388, 0.392816, 1.16853, -5.06128, 1.01489, -0.849384, -9.18843
8.497, 0.0010656, 0.0248139, -0.108402, 0.153005, 45, 200, 1.29286, -2.11647, -0.24354, 0.116092, -0.129702, 0.207611, -0.242474, 0.140906, 1.05861, 2.51799, -4.1716, 1.09693, -0.849384, -9.18843
8.498, 0.0093661, 0.0312829, -0.0979922, 0.160969, 45, 200, 1.2914, -2.11579, -0.250245, 0.113243, -0.127772, 0.211509, -0.240879, 0.144526, 1.59478, 3.6201, -3.51833, 1.18929, -0.849384, -9.18843
8.499, 0.00898412, 0.0366062, -0.0962955, 0.168616, 45, 200, 1.28993, -2.11513, -0.248112, 0.111818, -0.125685, 0.215683, -0.239128, 0.148425, 1.75166, 3.89885, -3.47622, 1.2706, -0.849384, -9.18843
8.5, 0.00573375, 0.0442981, -0.0977571, 0.177778, 45, 200, 1.28842, -2.11446, -0.24293, 0.108257, -0.123435, 0.220123, -0.237196, 0.152555, 1.93132, 4.13079, -3.60011, 1.36583, -1.23923, -9.36004
8.501, 0.00229331, 0.0462993, -0.0998791, 0.184167, 45, 200, 1.28723, -2.11391, -0.238053, 0.109326, -0.121677, 0.223505, -0.23576, 0.155625, 1.43645, 3.06959, -3.91251, 1.42217, -1.23923, -9.36004
8.502, 9.51638e-05, 0.0406702, -0.101621, 0.186504, 45, 200, 1.28582, -2.11324, -0.234091, 0.118584, -0.119593, 0.227442, -0.233996, 0.159255, 1.76433, 3.62971, -4.10649, 1.44926, -1.23923, -9.36004
8.503, 0.00162693, 0.0329744, -0.0989129, 0.187459, 45, 200, 1.28487, -2.11273, -0.2347, 0.128199, -0.118348, 0.229676, -0.233073, 0.161174, 0.922159, 1.91918, -4.04695, 1.44529, -1.23923, -9.36004
8.504, 0.00395065, 0.0260741, -0.0950081, 0.188452, 45, 200, 1.28396, -2.11222, -0.236224, 0.136746, -0.117225, 0.231636, -0.232274, 0.16282, 0.799692, 1.64634, -3.86308, 1.4518, -1.23923, -9.36004
8.505, 0.0103453, 0.0207523, -0.0864327, 0.189911, 45, 200, 1.28296, -2.11164, -0.241711, 0.143868, -0.115994, 0.233748, -0.231366, 0.164621, 0.908148, 1.8004, -3.42429, 1.46598, -1.23923, -9.36004
8.506, 0.0123026, 0.0141334, -0.0821656, 0.190227, 45, 200, 1.28175, -2.1109, -0.242625, 0.152415, -0.114629, 0.235984, -0.230323, 0.166548, 1.04292, 1.92767, -3.22295, 1.46698, -1.23923, -9.36004
8.507, 0.0102228, 0.0100388, -0.0820763, 0.191415, 45, 200, 1.28082, -2.1103, -0.239882, 0.157756, -0.113642, 0.237542, -0.229659, 0.167795, 0.663458, 1.24705, -3.3403, 1.47141, -1.23923, -9.36004
8.508, 0.00270827, 0.00175191, -0.0881989, 0.189079, 45, 200, 1.27896, -2.10899, -0.231043, 0.168084, -0.111997, 0.239887, -0.228334, 0.169836, 1.32479, 2.04032, -3.5769, 1.439, -1.23923, -9.36004
8.509, -0.00165644, -0.00785803, -0.0937469, 0.181292, 45, 200, 1.27735, -2.10775, -0.225861, 0.178767, -0.110855, 0.241268, -0.227517, 0.170909, 0.816989, 1.07334, -4.37645, 1.29312, -1.23923, -9.36004
8.51, -0.000687673, -0.0152711, -0.0936608, 0.173863, 45, 200, 1.27669, -2.10721, -0.226775, 0.186245, -0.110474, 0.241645, -0.227463, 0.170974, 0.0543454, 0.0652319, -4.4465, 1.20883, -1.23923, -9.36004
8.511, 0.00328129, -0.025319, -0.0882058, 0.164431, 45, 200, 1.27553, -2.10625, -0.230433, 0.196572, -0.109837, 0.242233, -0.227152, 0.171253, 0.311301, 0.279257, -3.66383, 1.1144, -1.23923, -9.36004
8.512, 0.00534756, -0.0276557, -0.0843905, 0.158725, 45, 200, 1.27485, -2.10565, -0.232567, 0.198709, -0.109577, 0.242342, -0.227219, 0.171053, -0.0673717, -0.200011, -3.5383, 1.05808, -1.23923, -9.36004
8.513, 0.00811282, -0.0336755, -0.0796152, 0.150867, 45, 200, 1.27368, -2.10459, -0.23531, 0.204407, -0.109228, 0.242328, -0.227197, 0.170731, 0.0220053, -0.322105, -3.26733, 0.980343, -1.23923, -9.36004
8.514, 0.00266775, -0.0354574, -0.0836744, 0.145047, 45, 200, 1.27252, -2.1036, -0.229519, 0.206543, -0.108557, 0.242987, -0.226851, 0.171086, 0.346238, 0.354776, -3.46614, 0.931123, -1.23923, -9.36004
8.515, -0.00119685, -0.0359483, -0.0886007, 0.13985, 45, 200, 1.27139, -2.10257, -0.225556, 0.2069, -0.108132, 0.243156, -0.226753, 0.170951, 0.0978678, -0.134733, -4.2051, 0.87993, -1.23923, -9.36004
8.516, -0.00611509, -0.0352957, -0.0953481, 0.135257, 45, 200, 1.26981, -2.10112, -0.220374, 0.206187, -0.107543, 0.243399, -0.22649, 0.170892, 0.263459, -0.059607, -4.56129, 0.839244, -1.23923, -9.36004
8.517, -0.00870707, -0.0368246, -0.0999982, 0.129501, 45, 200, 1.26853, -2.09991, -0.217631, 0.207612, -0.107064, 0.243595, -0.226338, 0.170787, 0.151272, -0.104466, -4.78143, 0.784126, -1.23923, -9.36004
8.518, -0.00435907, -0.0475344, -0.0972826, 0.118699, 45, 200, 1.26698, -2.09839, -0.221898, 0.217939, -0.106655, 0.243513, -0.226258, 0.170405, 0.0807226, -0.382661, -4.57776, 0.669773, -1.23923, -9.36004
8.519, 8.4795e-05, -0.0511593, -0.0923992, 0.111313, 45, 200, 1.26606, -2.09747, -0.226471, 0.221144, -0.106455, 0.243393, -0.226386, 0.169985, -0.128221, -0.419895, -3.99043, 0.595153, -1.23923, -9.36004
8.52, 0.00380207, -0.0505642, -0.0871211, 0.106064, 45, 200, 1.26518, -2.09663, -0.230128, 0.220432, -0.106091, 0.243612, -0.226326, 0.169868, 0.059609, -0.117195, -3.51469, 0.546627, -1.68858, -9.50006
8.521, 0.000634738, -0.0504802, -0.0894291, 0.100563, 45, 200, 1.26422, -2.09573, -0.226775, 0.220432, -0.105601, 0.244028, -0.226141, 0.169952, 0.185528, 0.084067, -3.70885, 0.493803, -1.68858, -9.50006
8.522, -0.00265803, -0.0491598, -0.0941072, 0.0957302, 45, 200, 1.26336, -2.09489, -0.223422, 0.219007, -0.105237, 0.244257, -0.22608, 0.169848, 0.0600976, -0.104052, -4.37077, 0.445169, -1.68858, -9.50006
8.523, -0.00603144, -0.0498678, -0.0993013, 0.0898539, 45, 200, 1.26271, -2.09418, -0.220374, 0.219007, -0.105257, 0.243882, -0.226406, 0.16914, -0.325354, -0.708021, -4.71147, 0.380446, -1.68858, -9.50006
8.524, -0.00811604, -0.0483778, -0.103396, 0.0851357, 45, 200, 1.2618, -2.09334, -0.217936, 0.217939, -0.104601, 0.24463, -0.226052, 0.169561, 0.353844, 0.421717, -4.74254, 0.341311, -1.68858, -9.50006
8.525, -0.00517153, -0.0476239, -0.10218, 0.0800766, 45, 200, 1.2607, -2.09225, -0.220679, 0.217227, -0.104097, 0.244998, -0.225851, 0.169603, 0.201255, 0.0416689, -4.66449, 0.286149, -1.68858, -9.50006
8.526, -0.000502712, -0.0425971, -0.0983061, 0.0773581, 45, 200, 1.25958, -2.09119, -0.224947, 0.212597, -0.103393, 0.245718, -0.225449, 0.17, 0.401541, 0.39735, -4.29155, 0.264191, -1.68858, -9.50006
8.527, 0.000409323, -0.0340063, -0.0966516, 0.0768025, 45, 200, 1.25846, -2.09014, -0.225251, 0.204763, -0.102484, 0.246794, -0.224842, 0.170757, 0.607229, 0.756442, -3.87345, 0.268891, -1.68858, -9.50006
8.528, 0.00371966, -0.0282505, -0.0917917, 0.0751161, 45, 200, 1.25753, -2.0893, -0.227995, 0.199777, -0.101616, 0.247883, -0.224275, 0.171527, 0.567091, 0.77025, -3.54506, 0.256987, -1.68858, -9.50006
8.529, 0.00456562, -0.0234978, -0.0892867, 0.0731985, 45, 200, 1.25684, -2.08873, -0.228299, 0.19586, -0.100774, 0.249034, -0.223734, 0.172362, 0.54115, 0.835499, -3.4434, 0.242422, -1.68858, -9.50006
8.53, 0.00662705, -0.0150759, -0.0853466, 0.0737066, 45, 200, 1.2557, -2.08777, -0.229214, 0.189094, -0.0993285, 0.251, -0.222587, 0.174018, 1.14702, 1.65579, -3.14447, 0.265391, -1.68858, -9.50006
8.531, 0.00634261, -0.0083034, -0.08378, 0.0740563, 45, 200, 1.25456, -2.08683, -0.22769, 0.184109, -0.097791, 0.253095, -0.221347, 0.175805, 1.23959, 1.78697, -3.09027, 0.282634, -1.68858, -9.50006
8.532, 0.00459438, -0.00148296, -0.0838661, 0.0757562, 45, 200, 1.2537, -2.08613, -0.224947, 0.178767, -0.0964971, 0.254881, -0.220352, 0.177284, 0.99502, 1.4788, -3.20997, 0.321472, -1.68858, -9.50006
8.533, 0.000842775, 0.00515996, -0.0866734, 0.0816697, 45, 200, 1.2528, -2.08542, -0.22007, 0.173781, -0.0950738, 0.256844, -0.219227, 0.178941, 1.12528, 1.65739, -3.4937, 0.454099, -1.68858, -9.50006
8.534, -0.000762787, 0.0161064, -0.0891927, 0.0909324, 45, 200, 1.25196, -2.08478, -0.217326, 0.164523, -0.0936384, 0.258835, -0.218089, 0.180629, 1.13769, 1.68756, -4.03113, 0.574974, -1.68858, -9.50006
8.535, 0.000776396, 0.0255724, -0.0867344, 0.100088, 45, 200, 1.25085, -2.08398, -0.217022, 0.157756, -0.0915002, 0.261832, -0.216245, 0.183329, 1.84399, 2.69992, -3.45057, 0.691251, -1.68858, -9.50006
8.536, 0.0060657, 0.0306791, -0.0796209, 0.10734, 45, 200, 1.25021, -2.08353, -0.221289, 0.154195, -0.0901805, 0.263678, -0.215223, 0.184875, 1.02203, 1.54565, -3.21132, 0.764957, -1.68858, -9.50006
8.537, 0.00861871, 0.0366342, -0.0750168, 0.115304, 45, 200, 1.2493, -2.0829, -0.222203, 0.150634, -0.0882475, 0.266368, -0.213585, 0.187268, 1.6386, 2.39399, -2.90343, 0.859605, -1.68858, -9.50006
8.538, 0.00998611, 0.0393602, -0.0714954, 0.121773, 45, 200, 1.24774, -2.08183, -0.220374, 0.152415, -0.0847639, 0.271157, -0.210388, 0.191775, 3.19623, 4.5065, -2.45399, 0.945147, -1.68858, -9.50006
8.539, 0.00633204, 0.0377277, -0.0733007, 0.125986, 45, 200, 1.24646, -2.0809, -0.214278, 0.1574, -0.0820304, 0.274797, -0.207946, 0.195128, 2.44204, 3.35311, -2.76835, 0.981174, -1.68858, -9.50006
8.54, 0.00332155, 0.0377415, -0.0748196, 0.131024, 45, 200, 1.2454, -2.0801, -0.209401, 0.159893, -0.0798696, 0.277593, -0.20608, 0.197635, 1.8664, 2.50653, -3.04901, 1.02831, -1.68858, -9.50006
8.541, 0.000193599, 0.0382497, -0.0773691, 0.136332, 45, 200, 1.24437, -2.0793, -0.204525, 0.161674, -0.0778258, 0.280171, -0.204331, 0.199923, 1.74894, 2.28871, -3.39034, 1.08266, -1.68858, -9.50006
8.542, 0.000934942, 0.033503, -0.07565, 0.13879, 45, 200, 1.24359, -2.07862, -0.20422, 0.167728, -0.0764815, 0.281771, -0.203285, 0.201231, 1.04615, 1.30717, -3.40609, 1.10012, -1.68858, -9.50006
8.543, 0.000672177, 0.0343924, -0.0750368, 0.144114, 45, 200, 1.24274, -2.07798, -0.202391, 0.168796, -0.0746523, 0.284064, -0.201719, 0.203188, 1.56607, 1.95778, -3.32238, 1.16074, -2.26047, -9.64408
8.544, 0.00279388, 0.0307901, -0.0715066, 0.147011, 45, 200, 1.24191, -2.07726, -0.203305, 0.173781, -0.0731802, 0.285783, -0.200511, 0.204572, 1.20728, 1.38321, -3.1699, 1.18578, -2.26047, -9.64408
8.545, 0.00184117, 0.021751, -0.0712337, 0.146674, 45, 200, 1.24072, -2.0762, -0.200562, 0.184821, -0.0711272, 0.288116, -0.198721, 0.206572, 1.79054, 2.00036, -3.07974, 1.18367, -2.26047, -9.64408
8.546, 0.0012768, 0.0177814, -0.0707132, 0.148603, 45, 200, 1.24014, -2.07565, -0.199343, 0.18945, -0.0702047, 0.289112, -0.198066, 0.207232, 0.654852, 0.659774, -3.34463, 1.19223, -2.26047, -9.64408
8.547, 0.00478911, 0.00193804, -0.0655151, 0.14255, 45, 200, 1.23872, -2.07423, -0.201172, 0.2069, -0.0682577, 0.291048, -0.196383, 0.208838, 1.68348, 1.60601, -2.77795, 1.11438, -2.26047, -9.64408
8.548, 0.00156152, -0.0140171, -0.0675827, 0.130955, 45, 200, 1.23755, -2.07297, -0.196904, 0.223637, -0.0669507, 0.292163, -0.195343, 0.20962, 1.03969, 0.781989, -3.0489, 0.916753, -2.26047, -9.64408
8.549, 0.000756116, -0.0216786, -0.0674771, 0.122939, 45, 200, 1.23697, -2.07228, -0.19599, 0.231115, -0.0665701, 0.292316, -0.195234, 0.209436, 0.109015, -0.183145, -3.27556, 0.824175, -2.26047, -9.64408
8.55, -0.00254086, -0.0281899, -0.0721387, 0.115115, 45, 200, 1.236, -2.0711, -0.192332, 0.237525, -0.0659388, 0.292549, -0.194873, 0.209335, 0.360687, -0.101334, -3.86599, 0.742776, -2.26047, -9.64408
8.551, -0.000699972, -0.0372665, -0.0711857, 0.10556, 45, 200, 1.23502, -2.06989, -0.193856, 0.246428, -0.0653507, 0.292708, -0.194556, 0.209161, 0.316864, -0.173904, -3.71235, 0.639983, -2.26047, -9.64408
8.552, -0.00133935, -0.0435042, -0.0729273, 0.0971585, 45, 200, 1.23424, -2.06885, -0.193247, 0.252125, -0.0651076, 0.292501, -0.194586, 0.208621, -0.0297644, -0.539971, -3.8767, 0.548039, -2.26047, -9.64408
8.553, 0.0022923, -0.0481545, -0.0679771, 0.0893698, 45, 200, 1.23367, -2.06811, -0.196904, 0.256399, -0.064861, 0.292455, -0.194612, 0.208244, -0.0260173, -0.376914, -3.15282, 0.466095, -2.26047, -9.64408
8.554, -6.91097e-05, -0.0538923, -0.0707489, 0.0808255, 45, 200, 1.23285, -2.06705, -0.194466, 0.26174, -0.0645119, 0.292388, -0.194535, 0.207848, 0.0770325, -0.396158, -3.58552, 0.372404, -2.26047, -9.64408
8.555, -0.00167865, -0.0562492, -0.073547, 0.0738953, 45, 200, 1.23211, -2.06604, -0.192942, 0.263521, -0.0643246, 0.29214, -0.194621, 0.207272, -0.0855085, -0.576353, -3.8768, 0.295335, -2.26047, -9.64408
8.556, -0.00403101, -0.0529654, -0.077491, 0.0699101, 45, 200, 1.23156, -2.06526, -0.190808, 0.259604, -0.0642701, 0.291834, -0.194839, 0.206638, -0.218729, -0.63345, -4.13389, 0.254084, -2.26047, -9.64408
8.557, -0.00367399, -0.0546985, -0.078677, 0.0633464, 45, 200, 1.23038, -2.06365, -0.191113, 0.260672, -0.0639454, 0.291496, -0.194787, 0.205974, 0.0522154, -0.664785, -4.09567, 0.179669, -2.26047, -9.64408
8.558, -0.00247549, -0.0548051, -0.0788311, 0.0575952, 45, 200, 1.22965, -2.06265, -0.192332, 0.260316, -0.0636933, 0.291357, -0.194808, 0.205511, -0.0207241, -0.462685, -4.06661, 0.11549, -2.26047, -9.64408
8.559, 0.000963952, -0.054658, -0.0744038, 0.0519765, 45, 200, 1.22844, -2.06105, -0.19538, 0.25996, -0.0630303, 0.291469, -0.194416, 0.205302, 0.391391, -0.209024, -3.30288, 0.0515887, -2.26047, -9.64408
8.56, 0.00311839, -0.0548064, -0.0707883, 0.0462043, 45, 200, 1.22746, -2.05974, -0.197209, 0.25996, -0.0624324, 0.29164, -0.194091, 0.205154, 0.325608, -0.148361, -3.06935, -0.0178593, -2.26047, -9.64408
8.561, -0.000200494, -0.0488926, -0.0746926, 0.0436863, 45, 200, 1.22654, -2.05846, -0.193856, 0.25355, -0.0621245, 0.291464, -0.194057, 0.204657, 0.0339739, -0.496219, -3.7193, -0.0474011, -2.26047, -9.64408
8.562, -0.0049686, -0.0453526, -0.0811673, 0.0401121, 45, 200, 1.22557, -2.05718, -0.188675, 0.249989, -0.0614384, 0.291758, -0.193643, 0.204636, 0.413589, -0.0211309, -4.11502, -0.0864523, -2.26047, -9.64408
8.563, -0.00717275, -0.0432976, -0.0853005, 0.0358751, 45, 200, 1.22481, -2.05622, -0.185931, 0.248208, -0.0606275, 0.292346, -0.193104, 0.204911, 0.539099, 0.274476, -4.28052, -0.137851, -2.26047, -9.64408
8.564, -0.00425983, -0.0384965, -0.0840081, 0.0332163, 45, 200, 1.22403, -2.05522, -0.18837, 0.243579, -0.059881, 0.29283, -0.19263, 0.205082, 0.474479, 0.171738, -4.18412, -0.170435, -2.26047, -9.64408
