Time,e_0,e_1,s_0,s_1,k1_0,k1_1,q_0,q_4,dq_0,dq_4,dqr_0,dqr_1,dqd_0,dqd_1,ddqd_0,ddqd_1,tau_0,tau_4,Fext_0,Fext_1
4.961, 0.00161818, 0.0573451, -0.265564, 9.85963e-06, 48.0993, 257.69, 1.43796, -2.12891, -0.255122, -0.134609, -0.174328, -0.0634582, -0.253504, -0.0772643, -1.14652, 4.20894, -8.53595, -1.04079, 1.66446, -1.81362
4.962, 0.00219749, 0.0552246, -0.263685, 0.00465764, 48.1417, 257.627, 1.43721, -2.1293, -0.256341, -0.12998, -0.175023, -0.0609998, -0.254144, -0.0747553, -0.639912, 2.50891, -8.45599, -0.911917, 1.66446, -1.81362
4.963, 0.00506528, 0.0512492, -0.2591, 0.00823454, 48.1841, 257.563, 1.43615, -2.12982, -0.259999, -0.122858, -0.175867, -0.0579069, -0.254934, -0.0716086, -0.789876, 3.14675, -8.39661, -0.850194, 1.66446, -1.81362
4.964, 0.00853656, 0.0439462, -0.253584, 0.00986569, 48.2265, 257.5, 1.43515, -2.13026, -0.263962, -0.112887, -0.176428, -0.0552886, -0.255425, -0.0689405, -0.491186, 2.66811, -8.19222, -0.830223, 1.57462, -1.76431
4.965, 0.00909968, 0.0348569, -0.250932, 0.0102113, 48.269, 257.437, 1.43382, -2.13079, -0.264876, -0.100779, -0.176849, -0.0523218, -0.255776, -0.0659221, -0.351302, 3.01839, -8.10918, -0.822271, 1.57462, -1.76431
4.966, 0.00850717, 0.0228958, -0.249484, 0.00848256, 48.3114, 257.374, 1.43247, -2.13125, -0.264571, -0.0865346, -0.177206, -0.0500865, -0.256064, -0.0636388, -0.287702, 2.28333, -8.06499, -0.85041, 1.57462, -1.76431
4.967, 0.0086898, 0.0177128, -0.247245, 0.00979937, 48.3538, 257.31, 1.43169, -2.13149, -0.264876, -0.0801246, -0.177398, -0.0489024, -0.256186, -0.0624118, -0.122178, 1.22694, -7.99174, -0.839402, 1.57462, -1.76431
4.968, 0.00779253, 0.00750663, -0.24616, 0.00763171, 48.3963, 257.247, 1.43006, -2.13195, -0.264266, -0.0680169, -0.177755, -0.0470473, -0.256474, -0.0605103, -0.287658, 1.90154, -8.00932, -0.863955, 1.57462, -1.76431
4.969, 0.00400729, 0.00196556, -0.248358, 0.00673998, 48.4387, 257.184, 1.42906, -2.13219, -0.260609, -0.0616069, -0.177952, -0.0462197, -0.256601, -0.0596414, -0.127576, 0.868897, -8.06793, -0.884496, 1.57462, -1.76431
4.97, 0.00418487, -0.00700509, -0.246569, -0.000615587, 48.4811, 257.121, 1.42797, -2.13243, -0.260914, -0.051992, -0.178149, -0.0456157, -0.256729, -0.0589971, -0.127224, 0.644305, -7.92975, -1.11608, 1.57462, -1.76431
4.971, 0.00678198, -0.0166981, -0.242078, -0.00929738, 48.5235, 257.057, 1.42666, -2.13266, -0.263657, -0.0420209, -0.178364, -0.0453761, -0.256875, -0.058719, -0.14614, 0.278105, -7.73451, -1.28704, 1.57462, -1.76431
4.972, 0.0137193, -0.0250048, -0.232743, -0.01784, 48.566, 256.994, 1.42532, -2.13284, -0.270363, -0.0338304, -0.178202, -0.0455291, -0.256643, -0.0588352, 0.231623, -0.116209, -7.32411, -1.39234, 1.57462, -1.76431
4.973, 0.0158154, -0.0298943, -0.228135, -0.024943, 48.6084, 256.931, 1.42428, -2.13295, -0.272191, -0.029201, -0.178005, -0.0458253, -0.256376, -0.0590953, 0.267216, -0.260119, -7.15766, -1.46683, 1.57462, -1.76431
4.974, 0.0121797, -0.0331281, -0.229473, -0.0313797, 48.6508, 256.868, 1.42293, -2.13309, -0.268229, -0.0263521, -0.177749, -0.0462458, -0.256049, -0.0594802, 0.32678, -0.384897, -7.19044, -1.52958, 1.57462, -1.76431
4.975, 0.00405829, -0.0320456, -0.236003, -0.0356021, 48.6932, 256.804, 1.42052, -2.13333, -0.259694, -0.0277765, -0.177406, -0.0466239, -0.255636, -0.0598221, 0.413166, -0.341922, -7.4008, -1.56879, 1.57462, -1.76431
4.976, 0.00543648, -0.0305602, -0.232866, -0.039548, 48.7357, 256.741, 1.41953, -2.13344, -0.260914, -0.029201, -0.177315, -0.0466013, -0.255477, -0.0597612, 0.158965, 0.0609327, -7.36389, -1.60083, 1.57462, -1.76431
4.977, 0.00372899, -0.0306924, -0.233023, -0.0443106, 48.7781, 256.678, 1.41847, -2.13355, -0.259085, -0.0288449, -0.177262, -0.0464165, -0.255356, -0.0595373, 0.121347, 0.223922, -7.38706, -1.64078, 1.57462, -1.76431
4.978, 0.00501898, -0.0295799, -0.230021, -0.0483926, 48.8205, 256.615, 1.41747, -2.13368, -0.260304, -0.0295571, -0.177259, -0.0460563, -0.255285, -0.0591369, 0.070767, 0.400315, -7.31021, -1.67374, 1.57462, -1.76431
4.979, 0.010579, -0.0297881, -0.222263, -0.0531467, 48.8629, 256.551, 1.41616, -2.13382, -0.26579, -0.0288449, -0.177252, -0.045593, -0.255211, -0.058633, 0.0735464, 0.503974, -7.05914, -1.71138, 1.57462, -1.76431
4.98, 0.0109726, -0.0297066, -0.219647, -0.0577515, 48.9054, 256.488, 1.41483, -2.13396, -0.266095, -0.0284888, -0.17723, -0.0451959, -0.255123, -0.0581954, 0.0888181, 0.437571, -6.97866, -1.74881, 1.57462, -1.76431
4.981, 0.00611435, -0.0281393, -0.222679, -0.0615293, 48.9478, 256.425, 1.41317, -2.13413, -0.261218, -0.029201, -0.177278, -0.0443836, -0.255104, -0.0573403, 0.0185889, 0.855142, -7.11179, -1.77627, 1.57462, -1.76431
4.982, 0.00183787, -0.0263344, -0.225731, -0.0650886, 48.9902, 256.362, 1.41217, -2.13425, -0.256951, -0.0302693, -0.177352, -0.0436892, -0.255113, -0.0566037, -0.00920296, 0.736531, -7.23484, -1.80557, 1.57462, -1.76431
4.983, 0.000273849, -0.0237657, -0.226646, -0.0681156, 49.0327, 256.298, 1.41142, -2.13435, -0.255427, -0.0320499, -0.177458, -0.0429434, -0.255153, -0.0558155, -0.0399921, 0.788192, -7.28772, -1.82908, 1.57462, -1.76431
4.984, -0.00283102, -0.0210034, -0.231165, -0.0708719, 49.0751, 256.235, 1.41039, -2.13448, -0.252379, -0.0338304, -0.177579, -0.0420052, -0.25521, -0.0548338, -0.0568124, 0.981723, -7.45682, -1.84952, 1.57462, -1.76431
4.985, 4.10339e-05, -0.0181448, -0.227948, -0.0733834, 49.1175, 256.172, 1.40888, -2.13468, -0.255427, -0.0348987, -0.177832, -0.0402615, -0.255386, -0.0530436, -0.176003, 1.79025, -7.39229, -1.86289, 1.49626, -1.70897
4.986, 0.00262093, -0.0164587, -0.22399, -0.0763554, 49.1599, 256.109, 1.4076, -2.13486, -0.25817, -0.0348987, -0.178072, -0.0386216, -0.255549, -0.0513574, -0.163356, 1.68614, -7.27161, -1.88615, 1.49626, -1.70897
4.987, 0.00282627, -0.0145437, -0.22237, -0.0790589, 49.2024, 256.045, 1.40682, -2.13497, -0.258475, -0.0356109, -0.178248, -0.0374625, -0.255649, -0.0501546, -0.0994621, 1.20279, -7.21918, -1.91035, 1.49626, -1.70897
4.988, 0.00208875, -0.0127061, -0.22183, -0.08164, 49.2448, 255.982, 1.40577, -2.13511, -0.257866, -0.0359671, -0.178452, -0.0360262, -0.255777, -0.0486732, -0.127909, 1.48148, -7.22569, -1.92805, 1.49626, -1.70897
4.989, 0.00260163, -0.0107722, -0.219941, -0.0839856, 49.2872, 255.919, 1.40502, -2.13522, -0.258475, -0.0366793, -0.178624, -0.0348483, -0.255873, -0.0474515, -0.0967325, 1.22165, -7.17274, -1.9478, 1.49626, -1.70897
4.99, 0.000636562, -0.00790018, -0.221046, -0.0855368, 49.3296, 255.856, 1.40425, -2.13534, -0.256646, -0.0381037, -0.178835, -0.0334456, -0.25601, -0.0460039, -0.136235, 1.44761, -7.24024, -1.95862, 1.49626, -1.70897
4.991, -0.00510862, -0.00199996, -0.228514, -0.0844764, 49.3721, 255.792, 1.40298, -2.13553, -0.25116, -0.0416648, -0.179168, -0.0311559, -0.256268, -0.0436648, -0.258681, 2.33913, -7.54782, -1.94672, 1.49626, -1.70897
4.992, -0.0100173, 0.00436557, -0.23558, -0.078842, 49.4145, 255.729, 1.40174, -2.13575, -0.246588, -0.0452259, -0.179578, -0.0284032, -0.256605, -0.0408603, -0.336602, 2.80444, -7.84455, -1.90557, 1.49626, -1.70897
4.993, -0.013663, 0.00975394, -0.241619, -0.0729426, 49.4569, 255.666, 1.40072, -2.13595, -0.243235, -0.0480748, -0.179944, -0.0259142, -0.256898, -0.0383208, -0.292807, 2.53949, -8.07869, -1.86703, 1.49626, -1.70897
4.994, -0.0109466, 0.0157359, -0.241121, -0.0661918, 49.4993, 255.603, 1.39978, -2.13616, -0.246283, -0.0512798, -0.180349, -0.0231888, -0.257229, -0.0355438, -0.33166, 2.77701, -8.11492, -1.817, 1.49626, -1.70897
4.995, -0.0039244, 0.0170046, -0.235674, -0.0616999, 49.5418, 255.539, 1.39876, -2.13635, -0.253598, -0.0498553, -0.180714, -0.0205469, -0.257523, -0.0328507, -0.293155, 2.69313, -7.9596, -1.78469, 1.49626, -1.70897
4.996, -0.00169306, 0.0194584, -0.234634, -0.0564378, 49.5842, 255.476, 1.39802, -2.13649, -0.256037, -0.0502114, -0.180994, -0.0184974, -0.25773, -0.030753, -0.207104, 2.09767, -7.94563, -1.75004, 1.49626, -1.70897
4.997, -0.00211417, 0.024999, -0.236339, -0.0492793, 49.6266, 255.413, 1.39674, -2.13675, -0.256037, -0.051992, -0.181487, -0.0147938, -0.258151, -0.026993, -0.421114, 3.76007, -8.10358, -1.68305, 1.49626, -1.70897
4.998, -0.00377599, 0.0308396, -0.239558, -0.0416516, 49.669, 255.35, 1.39544, -2.13702, -0.254817, -0.0537725, -0.182, -0.0107919, -0.258593, -0.022933, -0.442594, 4.05999, -8.26985, -1.62002, 1.49626, -1.70897
4.999, -0.00759654, 0.0396987, -0.245345, -0.0320973, 49.7115, 255.287, 1.39396, -2.13736, -0.251465, -0.0573336, -0.182538, -0.00555813, -0.259061, -0.0176349, -0.46769, 5.29805, -8.53598, -1.52987, 1.49626, -1.70897
5, -0.0080322, 0.0458413, -0.247783, -0.0236501, 49.7539, 255.223, 1.39291, -2.13759, -0.250855, -0.0598264, -0.182437, -0.00196435, -0.258887, -0.0139851, 0.173951, 3.64981, -8.5361, -1.46379, 1.49626, -1.70897
5.001, -0.00628921, 0.0500723, -0.247886, -0.0159996, 49.7963, 255.16, 1.39195, -2.13784, -0.252379, -0.0601825, -0.182291, 0.00185343, -0.258668, -0.0101102, 0.218964, 3.87491, -8.5912, -1.38307, 1.49626, -1.70897
5.002, -0.00301183, 0.0528328, -0.246052, -0.00898618, 49.8388, 255.097, 1.39091, -2.13806, -0.255427, -0.0591142, -0.182135, 0.00562537, -0.258439, -0.00628138, 0.229321, 3.82882, -8.59093, -1.29825, 1.49626, -1.70897
5.003, 0.00430497, 0.053425, -0.237108, -0.00303956, 49.8812, 255.034, 1.38961, -2.13835, -0.262438, -0.0548409, -0.181902, 0.0104288, -0.258133, -0.00141582, 0.30627, 4.86555, -8.34936, -1.19407, 1.49626, -1.70897
5.004, 0.00848982, 0.0534407, -0.230882, 0.00261832, 49.9236, 254.97, 1.38882, -2.13851, -0.2664, -0.051992, -0.181751, 0.0132414, -0.25791, 0.00144874, 0.222383, 2.86457, -8.28367, -0.987709, 1.49626, -1.70897
5.005, 0.0124326, 0.051506, -0.224621, 0.0072286, 49.966, 254.907, 1.38772, -2.1387, -0.270058, -0.0462942, -0.181538, 0.016948, -0.257625, 0.00521182, 0.285081, 3.76307, -8.12762, -0.899463, 1.49626, -1.70897
5.006, 0.0118474, 0.0446764, -0.222927, 0.0091261, 50.0085, 254.844, 1.38637, -2.1389, -0.269143, -0.0352548, -0.181281, 0.021099, -0.257296, 0.00942159, 0.3292, 4.20977, -8.10458, -0.868758, 1.49626, -1.70897
5.007, 0.0105378, 0.0405207, -0.222045, 0.0121953, 50.0509, 254.781, 1.38557, -2.13899, -0.267619, -0.0288449, -0.181138, 0.0233043, -0.257081, 0.0116758, 0.214485, 2.25425, -8.14088, -0.843118, 1.49626, -1.70897
5.008, 0.00895798, 0.0342825, -0.221549, 0.013943, 50.0933, 254.717, 1.38455, -2.13909, -0.26579, -0.0199421, -0.18096, 0.0259179, -0.256832, 0.0143404, 0.249001, 2.66456, -8.15803, -0.818632, 1.49626, -1.70897
5.009, 0.00798637, 0.02922, -0.220522, 0.0160281, 50.1357, 254.654, 1.38347, -2.13915, -0.264571, -0.0124638, -0.180795, 0.0282842, -0.256585, 0.0167562, 0.24761, 2.41576, -8.16335, -0.796005, 1.42682, -1.64639
5.01, 0.00825289, 0.0222139, -0.218234, 0.0167381, 50.1782, 254.591, 1.38215, -2.13918, -0.264571, -0.00284888, -0.180612, 0.0308426, -0.256318, 0.0193651, 0.266521, 2.6089, -8.11442, -0.785881, 1.42682, -1.64639
5.011, 0.0112426, 0.0187956, -0.213003, 0.019016, 50.2206, 254.528, 1.38082, -2.13917, -0.267314, 0.00284888, -0.180447, 0.0330732, -0.256072, 0.0216445, 0.246467, 2.27942, -7.97729, -0.762701, 1.42682, -1.64639
5.012, 0.0138714, 0.0205748, -0.207969, 0.0240164, 50.263, 254.464, 1.38001, -2.13916, -0.269753, 0.00249277, -0.180339, 0.0344517, -0.255881, 0.0230676, 0.190378, 1.42308, -7.86461, -0.717244, 1.42682, -1.64639
5.013, 0.0152948, 0.0242118, -0.204062, 0.0301758, 50.3054, 254.401, 1.37922, -2.13916, -0.270972, 0.000356109, -0.180216, 0.0359073, -0.255677, 0.0245679, 0.204177, 1.50037, -7.78272, -0.657575, 1.42682, -1.64639
5.014, 0.0198901, 0.0280378, -0.196751, 0.0366477, 50.3479, 254.338, 1.37785, -2.13916, -0.275239, -0.000712219, -0.179969, 0.0386138, -0.255349, 0.0273256, 0.328036, 2.75767, -7.56023, -0.589613, 1.42682, -1.64639
5.015, 0.0174567, 0.0293605, -0.196594, 0.0419374, 50.3903, 254.275, 1.37671, -2.13916, -0.272496, 0.000356109, -0.17974, 0.0409555, -0.255039, 0.0297166, 0.309782, 2.391, -7.60865, -0.546806, 1.42682, -1.64639
5.016, 0.0140499, 0.0310668, -0.197592, 0.0475071, 50.4327, 254.211, 1.37593, -2.13916, -0.268839, 0.000356109, -0.17957, 0.042616, -0.254789, 0.0314229, 0.250859, 1.70629, -7.70564, -0.505676, 1.42682, -1.64639
5.017, 0.00926261, 0.0340147, -0.200282, 0.0538435, 50.4751, 254.148, 1.37461, -2.13916, -0.263657, 0.000356109, -0.179256, 0.045512, -0.254394, 0.0343708, 0.394444, 2.94796, -7.8283, -0.445967, 1.42682, -1.64639
5.018, 0.00951863, 0.0381881, -0.197907, 0.0609852, 50.5176, 254.085, 1.37282, -2.13916, -0.263352, 0.000356109, -0.178776, 0.0496272, -0.253833, 0.0385442, 0.560823, 4.17334, -7.76842, -0.381275, 1.42682, -1.64639
5.019, 0.0133505, 0.0414392, -0.1917, 0.067805, 50.56, 254.022, 1.37149, -2.13915, -0.266705, 0.000356109, -0.178377, 0.0528247, -0.253354, 0.0417953, 0.47901, 3.25109, -7.61478, -0.33587, 1.42682, -1.64639
5.02, 0.0161102, 0.0449046, -0.186412, 0.0748736, 50.6024, 253.958, 1.36984, -2.13915, -0.268839, 0.00106833, -0.177831, 0.0569441, -0.252728, 0.0459729, 0.626049, 4.17764, -7.451, -0.27643, 1.42682, -1.64639
5.021, 0.0180828, 0.0472506, -0.181812, 0.0814727, 50.6449, 253.895, 1.3688, -2.13914, -0.270363, 0.00142444, -0.177462, 0.0595954, -0.25228, 0.048675, 0.448544, 2.70212, -7.3691, -0.23907, 1.42682, -1.64639
5.022, 0.0173682, 0.0509531, -0.179938, 0.0888906, 50.6873, 253.832, 1.3677, -2.13914, -0.269143, 0.000712219, -0.177036, 0.0625334, -0.251775, 0.0516653, 0.504637, 2.99024, -7.34401, -0.184266, 1.42682, -1.64639
5.023, 0.0147556, 0.055364, -0.180101, 0.0968209, 50.7297, 253.895, 1.36612, -2.13914, -0.26579, 0.000712219, -0.176376, 0.0668849, -0.251035, 0.0560762, 0.74027, 4.4109, -7.35979, -0.118361, 1.42682, -1.64639
5.024, 0.0107567, 0.0585355, -0.181895, 0.104237, 50.7721, 253.958, 1.36503, -2.13914, -0.261218, 0.000712219, -0.175881, 0.0700034, -0.250462, 0.0592477, 0.573184, 3.17155, -7.5083, -0.0763873, 1.42682, -1.64639
5.025, 0.013597, 0.0624013, -0.176666, 0.112128, 50.8146, 254.022, 1.36373, -2.13913, -0.263352, 0.000712219, -0.175253, 0.0738126, -0.249755, 0.0631135, 0.706637, 3.86578, -7.34596, -0.0171209, 1.42682, -1.64639
5.026, 0.0146709, 0.064013, -0.173143, 0.118938, 50.857, 254.085, 1.36296, -2.13913, -0.263962, 0.00142444, -0.174866, 0.0760879, -0.249291, 0.0654375, 0.464293, 2.32397, -7.31294, 0.0179305, 1.42682, -1.64639
5.027, 0.0178884, 0.0677056, -0.167307, 0.126908, 50.8994, 254.148, 1.36164, -2.13912, -0.2664, 0.00178055, -0.174165, 0.0800792, -0.248512, 0.0694862, 0.779137, 4.04872, -7.09084, 0.0840786, 1.42682, -1.64639
5.028, 0.0187141, 0.0694958, -0.163825, 0.133975, 50.9418, 254.211, 1.36083, -2.13911, -0.266705, 0.00249277, -0.173721, 0.0825321, -0.247991, 0.0719886, 0.520822, 2.50237, -7.06131, 0.119759, 1.42682, -1.64639
5.029, 0.0197085, 0.074807, -0.160128, 0.142967, 50.9843, 254.275, 1.35927, -2.1391, -0.266705, 0.00213666, -0.172805, 0.0874254, -0.246996, 0.0769436, 0.994434, 4.95508, -6.88748, 0.196349, 1.42682, -1.64639
5.03, 0.0174292, 0.0784297, -0.159818, 0.151211, 51.0267, 254.338, 1.35817, -2.13909, -0.263657, 0.00213666, -0.172113, 0.090993, -0.246228, 0.0805663, 0.76875, 3.62268, -6.97154, 0.239658, 1.42682, -1.64639
5.031, 0.0148598, 0.0830982, -0.159932, 0.160108, 51.0691, 254.401, 1.3571, -2.13909, -0.260304, 0.00106833, -0.171406, 0.0945383, -0.245444, 0.0841665, 0.783491, 3.6002, -7.02645, 0.296057, 1.42682, -1.64639
5.032, 0.0127989, 0.0871778, -0.159655, 0.168815, 51.1115, 254.464, 1.35581, -2.13908, -0.257256, 0.00142444, -0.170506, 0.0989173, -0.244457, 0.0886022, 0.987078, 4.43572, -7.02875, 0.357178, 1.35586, -1.61144
5.033, 0.0119386, 0.089964, -0.158231, 0.176941, 51.154, 254.528, 1.35459, -2.13907, -0.255427, 0.00284888, -0.169625, 0.103072, -0.243488, 0.0928128, 0.968542, 4.2106, -7.02941, 0.406759, 1.35586, -1.61144
5.034, 0.0134353, 0.0926195, -0.154355, 0.185067, 51.1964, 254.591, 1.35353, -2.13905, -0.256037, 0.0039172, -0.168824, 0.106743, -0.242601, 0.0965367, 0.887168, 3.72386, -6.95008, 0.454331, 1.35586, -1.61144
5.035, 0.0123731, 0.095634, -0.153106, 0.193448, 51.2388, 254.654, 1.35226, -2.13903, -0.253903, 0.00534164, -0.167839, 0.111125, -0.24153, 0.100976, 1.07143, 4.43891, -6.91729, 0.511648, 1.35586, -1.61144
5.036, 0.0145786, 0.0982787, -0.148455, 0.201706, 51.2813, 254.717, 1.35151, -2.13901, -0.255427, 0.00534164, -0.167241, 0.113723, -0.240848, 0.10362, 0.68146, 2.64468, -6.86806, 0.54987, 1.35586, -1.61144
5.037, 0.0140521, 0.100927, -0.146569, 0.210028, 51.3237, 254.781, 1.35077, -2.139, -0.254208, 0.00534164, -0.166632, 0.116323, -0.240156, 0.106268, 0.69267, 2.64811, -6.8441, 0.601101, 1.35586, -1.61144
5.038, 0.0144392, 0.105164, -0.143747, 0.21925, 51.3661, 254.844, 1.34971, -2.13898, -0.253598, 0.00498553, -0.16572, 0.120151, -0.239159, 0.110149, 0.996708, 3.88108, -6.72856, 0.666363, 1.35586, -1.61144
5.039, 0.00891672, 0.107926, -0.147199, 0.227789, 51.4085, 254.907, 1.34846, -2.13895, -0.246893, 0.00676608, -0.164622, 0.124637, -0.237976, 0.114692, 1.18328, 4.54263, -6.87288, 0.722642, 1.35586, -1.61144
5.04, 0.00527517, 0.110998, -0.149101, 0.236552, 51.451, 254.97, 1.34753, -2.13892, -0.24232, 0.00712219, -0.163775, 0.128013, -0.237045, 0.11812, 0.930529, 3.42785, -7.04472, 0.767124, 1.35586, -1.61144
5.041, 0.00465456, 0.115078, -0.148052, 0.245915, 51.4934, 255.034, 1.34633, -2.13888, -0.240492, 0.0074783, -0.162651, 0.132394, -0.235837, 0.122556, 1.20823, 4.43632, -7.00048, 0.830637, 1.35586, -1.61144
5.042, 0.00862505, 0.118127, -0.14203, 0.25482, 51.5358, 255.097, 1.34484, -2.13883, -0.24293, 0.00997106, -0.161205, 0.137873, -0.234305, 0.128098, 1.53205, 5.54132, -6.75517, 0.892519, 1.35586, -1.61144
5.043, 0.010947, 0.121668, -0.137486, 0.264049, 51.5782, 255.16, 1.34289, -2.13873, -0.243235, 0.0135322, -0.159275, 0.144907, -0.232288, 0.1352, 2.01715, 7.10284, -6.5332, 0.959186, 1.35586, -1.61144
5.044, 0.0101365, 0.125387, -0.136133, 0.273444, 51.6207, 255.223, 1.34169, -2.13866, -0.241101, 0.0142444, -0.158036, 0.149281, -0.230965, 0.139631, 1.32318, 4.43058, -6.66938, 0.995191, 1.35586, -1.61144
5.045, 0.00927284, 0.129502, -0.134896, 0.283123, 51.6631, 255.287, 1.34027, -2.13858, -0.238663, 0.0153127, -0.156546, 0.154405, -0.22939, 0.144815, 1.57473, 5.18375, -6.62182, 1.05768, 1.35586, -1.61144
5.046, 0.00581919, 0.132015, -0.136552, 0.292038, 51.7055, 255.35, 1.33959, -2.13853, -0.234395, 0.0153127, -0.155812, 0.156872, -0.228576, 0.147328, 0.813635, 2.51316, -6.88694, 1.0904, 1.35586, -1.61144
5.047, 0.0041443, 0.135571, -0.136621, 0.301553, 51.7479, 255.413, 1.33816, -2.13843, -0.231043, 0.0170933, -0.154218, 0.162149, -0.226898, 0.152665, 1.67796, 5.33665, -6.76586, 1.16672, 1.35586, -1.61144
5.048, 0.00489011, 0.136601, -0.134178, 0.309802, 51.7904, 255.476, 1.33727, -2.13835, -0.230738, 0.0192299, -0.153248, 0.165266, -0.225848, 0.155831, 1.05062, 3.16649, -6.84245, 1.19962, 1.35586, -1.61144
5.049, 0.00938323, 0.138362, -0.127574, 0.318456, 51.8328, 255.539, 1.33582, -2.13823, -0.233481, 0.022791, -0.151582, 0.170527, -0.224098, 0.161153, 1.74987, 5.32166, -6.48999, 1.26671, 1.35586, -1.61144
5.05, 0.0159005, 0.138178, -0.118537, 0.326118, 51.8752, 255.603, 1.33443, -2.13808, -0.238358, 0.0277765, -0.150024, 0.175271, -0.222457, 0.165954, 1.64041, 4.80171, -6.197, 1.30891, 1.35586, -1.61144
5.051, 0.0129637, 0.138354, -0.119128, 0.333965, 51.9176, 255.666, 1.33277, -2.13786, -0.233481, 0.0331182, -0.148168, 0.180728, -0.220517, 0.171472, 1.94003, 5.51733, -6.20444, 1.36014, 1.35586, -1.61144
5.052, 0.00680605, 0.139929, -0.123394, 0.342555, 51.9601, 255.729, 1.33123, -2.13761, -0.225556, 0.0363232, -0.146492, 0.185454, -0.21875, 0.176252, 1.76733, 4.7804, -6.45489, 1.40428, 1.28394, -1.58874
5.053, 0.00625447, 0.140668, -0.122103, 0.350732, 52.0025, 255.792, 1.32964, -2.13735, -0.223118, 0.0405965, -0.144696, 0.190411, -0.216863, 0.181264, 1.88686, 5.01188, -6.42353, 1.4538, 1.28394, -1.58874
5.054, 0.00958019, 0.137387, -0.116652, 0.356802, 52.0449, 255.856, 1.32806, -2.13703, -0.224642, 0.0484309, -0.142984, 0.194912, -0.215062, 0.185818, 1.8017, 4.55387, -6.26044, 1.48735, 1.28394, -1.58874
5.055, 0.0095939, 0.134885, -0.114513, 0.363221, 52.0874, 255.919, 1.3272, -2.13682, -0.223727, 0.0530603, -0.142142, 0.196999, -0.214133, 0.187946, 0.928122, 2.12779, -6.39102, 1.50796, 1.28394, -1.58874
5.056, 0.00926722, 0.131592, -0.11274, 0.369176, 52.1298, 255.982, 1.32608, -2.13653, -0.222203, 0.0591142, -0.141031, 0.199715, -0.212936, 0.190706, 1.19735, 2.76002, -6.30257, 1.54847, 1.28394, -1.58874
5.057, 0.00753365, 0.129948, -0.112514, 0.375938, 52.1722, 256.045, 1.32516, -2.1363, -0.21946, 0.0630314, -0.140106, 0.201948, -0.211926, 0.19298, 1.00968, 2.27396, -6.37179, 1.58489, 1.28394, -1.58874
5.058, 0.00614295, 0.124658, -0.112073, 0.380744, 52.2146, 256.109, 1.32408, -2.13596, -0.217022, 0.0705097, -0.139142, 0.204096, -0.210879, 0.195168, 1.04774, 2.18837, -6.38018, 1.61391, 1.28394, -1.58874
5.059, 0.00222615, 0.121552, -0.114685, 0.386598, 52.2571, 256.172, 1.32301, -2.13559, -0.212145, 0.0754952, -0.138266, 0.205936, -0.209919, 0.197048, 0.960086, 1.87948, -6.54038, 1.64657, 1.28394, -1.58874
5.06, -0.00239446, 0.117632, -0.120643, 0.39196, 52.2995, 256.235, 1.32154, -2.13503, -0.206353, 0.0815491, -0.137179, 0.208029, -0.208748, 0.199181, 1.1707, 2.13318, -6.76705, 1.68066, 1.28394, -1.58874
5.061, 0.00129883, 0.115548, -0.115859, 0.39821, 52.3419, 256.298, 1.31991, -2.13437, -0.208792, 0.0858224, -0.136008, 0.210178, -0.207493, 0.20137, 1.25484, 2.1893, -6.5919, 1.71883, 1.28394, -1.58874
5.062, 0.00534532, 0.109238, -0.110064, 0.402185, 52.3843, 256.362, 1.31846, -2.13373, -0.21184, 0.0936568, -0.135092, 0.211665, -0.206495, 0.202895, 0.998437, 1.52489, -6.43851, 1.73979, 1.28394, -1.58874
5.063, 0.0022161, 0.109349, -0.111889, 0.409414, 52.4268, 256.425, 1.31698, -2.13309, -0.207573, 0.0954373, -0.134036, 0.213518, -0.205356, 0.204787, 1.13806, 1.89165, -6.52336, 1.78464, 1.28394, -1.58874
5.064, -0.00415078, 0.104991, -0.119864, 0.414286, 52.4692, 256.488, 1.3158, -2.13248, -0.200562, 0.100423, -0.133472, 0.214112, -0.204713, 0.205414, 0.643646, 0.627217, -6.97586, 1.80483, 1.28394, -1.58874
5.065, -0.00415092, 0.101575, -0.121471, 0.419557, 52.5116, 256.551, 1.31496, -2.13208, -0.199952, 0.104696, -0.132941, 0.214936, -0.204103, 0.206271, 0.609474, 0.857629, -7.07786, 1.83873, 1.28394, -1.58874
5.066, -0.00119898, 0.0945034, -0.119581, 0.422818, 52.554, 256.615, 1.31396, -2.13154, -0.202391, 0.112174, -0.132505, 0.215311, -0.20359, 0.206678, 0.513488, 0.406484, -7.04478, 1.85745, 1.28394, -1.58874
5.067, 0.0025402, 0.0875653, -0.114478, 0.425979, 52.5965, 256.678, 1.31313, -2.13106, -0.205744, 0.119297, -0.132195, 0.215465, -0.203204, 0.206862, 0.38632, 0.184085, -6.89222, 1.87742, 1.28394, -1.58874
5.068, 0.00475664, 0.0808079, -0.110579, 0.429059, 52.6389, 256.741, 1.3121, -2.13044, -0.207573, 0.126063, -0.131884, 0.215445, -0.202816, 0.206871, 0.387607, 0.00869045, -6.7598, 1.89716, 1.28394, -1.58874
5.069, 0.00532078, 0.0746103, -0.108269, 0.432254, 52.6813, 256.804, 1.3113, -2.12994, -0.207877, 0.132117, -0.131699, 0.215273, -0.202557, 0.206727, 0.259337, -0.143784, -6.72021, 1.91751, 1.28394, -1.58874
