Time,e_0,e_1,s_0,s_1,k1_0,k1_1,q_0,q_4,dq_0,dq_4,dqr_0,dqr_1,dqd_0,dqd_1,ddqd_0,ddqd_1,tau_0,tau_4,Fext_0,Fext_1
8.35, -0.00107541, 0.00118869, 0.0518632, 0.0092941, 33.6319, 309.361, 1.57242, -1.70685, 0.0286517, -0.143512, -0.0658548, -0.271297, 0.0275763, -0.142323, -0.362888, 0.574554, 5.40358, 0.467213, 5.05916, 9.42837
8.351, -0.00201824, 0.0121744, 0.0496566, 0.0182383, 33.5894, 309.298, 1.57257, -1.7076, 0.0292613, -0.153839, -0.065821, -0.270918, 0.0272431, -0.141665, -0.333222, 0.658543, 5.41948, 0.59705, 5.05916, 9.42837
8.352, -0.0035421, 0.0152387, 0.0466083, 0.0234898, 33.547, 309.235, 1.57268, -1.7082, 0.0304806, -0.156332, -0.0657604, -0.270624, 0.0269385, -0.141093, -0.304635, 0.571549, 5.36506, 0.662522, 5.05916, 9.42837
8.353, -0.00355372, 0.0179788, 0.0450706, 0.0287901, 33.5046, 309.172, 1.57281, -1.70886, 0.0301758, -0.158469, -0.0657135, -0.270297, 0.026622, -0.14049, -0.316429, 0.60346, 5.35176, 0.725225, 5.05916, 9.42837
8.354, -0.00316931, 0.0181992, 0.0439862, 0.0328459, 33.4622, 309.108, 1.57293, -1.70951, 0.0295661, -0.158113, -0.0655775, -0.269996, 0.0263968, -0.139913, -0.225196, 0.576457, 5.36702, 0.770925, 5.05916, 9.42837
8.355, -0.000913052, 0.0152784, 0.0452724, 0.0351069, 33.4197, 309.045, 1.57307, -1.7103, 0.0271277, -0.154552, -0.0654006, -0.26963, 0.0262146, -0.139273, -0.182191, 0.640329, 5.44207, 0.797082, 5.05916, 9.42837
8.356, 0.00118997, 0.0171763, 0.0484351, 0.0399265, 33.3773, 308.982, 1.57328, -1.71153, 0.0249941, -0.15562, -0.0650747, -0.269075, 0.026184, -0.138443, -0.0306202, 0.829592, 5.61767, 0.850102, 5.05916, 9.42837
8.357, 0.00159758, 0.0193139, 0.0500117, 0.0450204, 33.3349, 308.919, 1.57344, -1.71259, 0.0246893, -0.157044, -0.0646178, -0.268634, 0.0262868, -0.13773, 0.102811, 0.713125, 5.73171, 0.901791, 5.05916, 9.42837
8.358, 0.00237918, 0.0187236, 0.0521284, 0.0487082, 33.2925, 308.855, 1.57366, -1.71403, 0.0240796, -0.15562, -0.0639834, -0.268051, 0.0264588, -0.136896, 0.171988, 0.834165, 5.83898, 0.940209, 5.61457, 9.11558
8.359, 0.00583854, 0.0154719, 0.0573888, 0.0508192, 33.25, 308.792, 1.57382, -1.71511, 0.0207268, -0.151703, -0.0634165, -0.267635, 0.0265653, -0.136231, 0.106493, 0.665431, 6.00953, 0.96109, 5.61457, 9.11558
8.36, 0.00941873, 0.0168787, 0.063082, 0.0553706, 33.2076, 308.729, 1.57399, -1.71646, 0.0176787, -0.152415, -0.0624286, -0.267189, 0.0270975, -0.135536, 0.532139, 0.694587, 6.31494, 1.00619, 5.61457, 9.11558
8.361, 0.01012, 0.0205177, 0.0659466, 0.0612977, 33.1652, 308.666, 1.57406, -1.71709, 0.0170691, -0.15562, -0.0618814, -0.267001, 0.0271891, -0.135102, 0.0916432, 0.434038, 6.33585, 1.06055, 5.61457, 9.11558
8.362, 0.0107121, 0.0241022, 0.0687434, 0.0674243, 33.1227, 308.603, 1.57411, -1.71756, 0.0164595, -0.158825, -0.0614452, -0.266867, 0.0271716, -0.134723, -0.0175249, 0.379537, 6.43071, 1.11691, 5.61457, 9.11558
8.363, 0.0100723, 0.0251889, 0.0702629, 0.0723652, 33.0803, 308.539, 1.57416, -1.71803, 0.0170691, -0.159537, -0.0610239, -0.266736, 0.0271414, -0.134348, -0.0301723, 0.374503, 6.49958, 1.16199, 5.61457, 9.11558
8.364, 0.00971954, 0.0277958, 0.0720441, 0.0782138, 33.0379, 308.476, 1.57424, -1.71883, 0.0176787, -0.161674, -0.0603194, -0.26651, 0.0273983, -0.133878, 0.256859, 0.470167, 6.64789, 1.21496, 5.61457, 9.11558
8.365, 0.00940905, 0.0233258, 0.0738446, 0.0802624, 32.9955, 308.413, 1.57435, -1.71977, 0.0182883, -0.156688, -0.0595752, -0.266237, 0.0276974, -0.133362, 0.299126, 0.515608, 6.72002, 1.23449, 5.61457, 9.11558
8.366, 0.0106214, 0.00834115, 0.0772556, 0.0758086, 32.953, 308.35, 1.57453, -1.72125, 0.0176787, -0.141019, -0.0585314, -0.265796, 0.0283001, -0.132678, 0.602692, 0.684139, 6.86634, 1.19938, 5.61457, 9.11558
8.367, 0.0121781, 0.00058909, 0.0811141, 0.0731898, 32.9106, 308.286, 1.57462, -1.72193, 0.0161547, -0.132829, -0.0580571, -0.265598, 0.0283328, -0.13224, 0.0327431, 0.438454, 6.83681, 1.17672, 5.61457, 9.11558
8.368, 0.0138566, -0.00642479, 0.0851958, 0.0668942, 32.8682, 308.223, 1.57471, -1.72274, 0.0146307, -0.125351, -0.057464, -0.265374, 0.0284872, -0.131775, 0.154421, 0.464414, 6.95172, 1.12334, 5.61457, 9.11558
8.369, 0.0154011, -0.0105616, 0.0892298, 0.0615345, 32.8258, 308.16, 1.57482, -1.72372, 0.0134114, -0.120721, -0.0567032, -0.26512, 0.0288126, -0.131283, 0.32532, 0.492632, 7.07853, 1.07713, 5.61457, 9.11558
8.37, 0.0162238, -0.0129745, 0.092585, 0.056803, 32.8682, 308.097, 1.57491, -1.72452, 0.0128018, -0.117872, -0.0560564, -0.264922, 0.0290257, -0.130847, 0.213116, 0.435935, 7.13213, 1.03495, 5.61457, 9.11558
8.371, 0.0173036, -0.0193374, 0.0962525, 0.0495939, 32.9106, 308.033, 1.57498, -1.72523, 0.0118874, -0.111106, -0.0554594, -0.264756, 0.029191, -0.130444, 0.165307, 0.403256, 7.19554, 0.968351, 5.61457, 9.11558
8.372, 0.0191151, -0.0217931, 0.10074, 0.0441753, 32.953, 307.97, 1.57506, -1.726, 0.0103634, -0.108257, -0.0547432, -0.264599, 0.0294784, -0.13005, 0.287464, 0.393089, 7.32981, 0.917093, 5.61457, 9.11558
8.373, 0.0196489, -0.0232511, 0.103973, 0.0391645, 32.9955, 307.907, 1.5751, -1.72641, 0.00975378, -0.106477, -0.0543907, -0.264511, 0.0294026, -0.129728, -0.0758152, 0.322536, 7.31891, 0.867586, 5.61457, 9.11558
8.374, 0.020258, -0.024735, 0.10731, 0.0340514, 33.0379, 307.844, 1.57515, -1.72694, 0.00914417, -0.104696, -0.0538491, -0.264419, 0.0294022, -0.129431, -0.00042417, 0.296709, 7.40878, 0.815442, 6.15771, 8.71143
8.375, 0.0200249, -0.0251918, 0.109792, 0.0294255, 33.0803, 307.78, 1.57517, -1.72725, 0.00914417, -0.103984, -0.0535418, -0.264367, 0.0291691, -0.129176, -0.23314, 0.255381, 7.40624, 0.766099, 6.15771, 8.71143
8.376, 0.0200167, -0.0234764, 0.112499, 0.025989, 33.1227, 307.717, 1.57522, -1.72777, 0.00914417, -0.105408, -0.0530135, -0.264278, 0.0291609, -0.128885, -0.00818267, 0.290946, 7.52048, 0.728694, 6.15771, 8.71143
8.377, 0.0191766, -0.0217965, 0.114334, 0.0226396, 33.1652, 307.654, 1.57525, -1.72809, 0.00975378, -0.106833, -0.0527092, -0.264225, 0.0289304, -0.128629, -0.230482, 0.255511, 7.50808, 0.690087, 6.15771, 8.71143
8.378, 0.0196405, -0.0168583, 0.117496, 0.0212641, 33.2076, 307.591, 1.57531, -1.72877, 0.00944897, -0.111462, -0.0520201, -0.264117, 0.0290894, -0.128321, 0.159036, 0.308801, 7.68501, 0.674945, 6.15771, 8.71143
8.379, 0.0200287, -0.0101672, 0.120601, 0.0213612, 33.25, 307.527, 1.57535, -1.72935, 0.00914417, -0.117872, -0.051409, -0.264036, 0.0291729, -0.128039, 0.0834443, 0.281138, 7.76436, 0.677072, 6.15771, 8.71143
8.38, 0.0202024, -0.00456148, 0.123499, 0.0216767, 33.2925, 307.464, 1.5754, -1.72995, 0.00914417, -0.123214, -0.050711, -0.263972, 0.0293465, -0.127775, 0.173657, 0.264039, 7.8769, 0.681918, 6.15771, 8.71143
8.381, 0.0201808, -0.00287849, 0.126199, 0.0203845, 33.3349, 307.401, 1.57544, -1.73042, 0.00914417, -0.124638, -0.0502101, -0.263912, 0.0293249, -0.127517, -0.0216223, 0.258547, 7.9082, 0.667084, 6.15771, 8.71143
8.382, 0.0210084, 0.00131911, 0.129788, 0.0241284, 33.3773, 307.338, 1.5755, -1.73131, 0.00883936, -0.128556, -0.0491703, -0.263829, 0.0298477, -0.127236, 0.522829, 0.280399, 8.16569, 0.713667, 6.15771, 8.71143
8.383, 0.0210809, 0.00440501, 0.132623, 0.0281303, 33.4197, 307.274, 1.57553, -1.73181, 0.00883936, -0.131404, -0.0485812, -0.263789, 0.0299203, -0.126999, 0.072537, 0.23703, 8.17687, 0.760509, 6.15771, 8.71143
8.384, 0.0206957, 0.00470313, 0.134983, 0.0307925, 33.4622, 307.211, 1.57562, -1.733, 0.0100586, -0.131404, -0.0472374, -0.263688, 0.0307543, -0.126701, 0.834013, 0.298115, 8.43913, 0.791616, 6.15771, 8.71143
8.385, 0.0206791, 0.000698838, 0.137711, 0.0301214, 33.5046, 307.148, 1.57568, -1.73376, 0.0103634, -0.127131, -0.0464395, -0.263615, 0.0310425, -0.126432, 0.288173, 0.269022, 8.39492, 0.785257, 6.15771, 8.71143
8.386, 0.0206866, -0.00225735, 0.140463, 0.0266756, 33.547, 307.085, 1.57572, -1.73428, 0.0103634, -0.123926, -0.0459235, -0.263562, 0.03105, -0.126183, 0.00748668, 0.2488, 8.39542, 0.747712, 6.15771, 8.71143
8.387, 0.0208304, -0.00910603, 0.143359, 0.0201187, 33.5894, 307.021, 1.57578, -1.73498, 0.0103634, -0.116804, -0.0452746, -0.263483, 0.0311938, -0.12591, 0.143883, 0.273504, 8.47275, 0.671061, 6.15771, 8.71143
8.388, 0.0205381, -0.0120494, 0.145805, 0.0152078, 33.6319, 306.958, 1.57584, -1.73555, 0.0106682, -0.113599, -0.0447591, -0.263415, 0.0312063, -0.125648, 0.0124115, 0.261596, 8.48495, 0.608128, 6.15771, 8.71143
8.389, 0.0207581, -0.0125133, 0.148773, 0.0114933, 33.6743, 306.895, 1.57588, -1.73603, 0.0103634, -0.112887, -0.0443429, -0.26336, 0.0311215, -0.1254, -0.0847784, 0.248293, 8.52579, 0.555998, 6.15771, 8.71143
8.39, 0.0201129, -0.0126045, 0.150847, 0.00795688, 33.7167, 306.832, 1.57593, -1.73659, 0.010973, -0.112531, -0.0438805, -0.263287, 0.0310859, -0.125135, -0.0355686, 0.264986, 8.57339, 0.500478, 6.15771, 8.71143
8.391, 0.0193387, -0.0112839, 0.152755, 0.00525293, 33.7591, 306.768, 1.57598, -1.73702, 0.0115826, -0.113599, -0.043549, -0.263226, 0.0309213, -0.124883, -0.164593, 0.252247, 8.58008, 0.45131, 6.15771, 8.71143
8.392, 0.0188622, -0.00995149, 0.15494, 0.00269286, 33.8016, 306.705, 1.57603, -1.73749, 0.0118874, -0.114667, -0.0432271, -0.263153, 0.0307496, -0.124619, -0.171718, 0.264082, 8.61793, 0.394256, 6.15771, 8.71143
8.393, 0.017769, -0.0043493, 0.156455, 0.0030458, 33.844, 306.642, 1.57607, -1.73795, 0.0128018, -0.120009, -0.0429148, -0.263082, 0.0305708, -0.124358, -0.178749, 0.260543, 8.67388, 0.403866, 6.15771, 8.71143
8.394, 0.0167092, 0.000193172, 0.15795, 0.00618418, 33.8864, 306.579, 1.57613, -1.73846, 0.0137163, -0.124282, -0.0425719, -0.263002, 0.0304254, -0.124089, -0.14541, 0.26916, 8.76981, 0.471504, 6.15771, 8.71143
8.395, 0.0155354, 0.00504626, 0.15927, 0.0111836, 33.9289, 306.515, 1.57618, -1.73898, 0.0146307, -0.128912, -0.0422135, -0.262926, 0.0301661, -0.123865, -0.259346, 0.22366, 8.83624, 0.555424, 6.72319, 8.16748
8.396, 0.0149537, 0.0110075, 0.161151, 0.0175014, 33.9713, 306.452, 1.57626, -1.73961, 0.0149355, -0.134609, -0.0418759, -0.26281, 0.0298892, -0.123602, -0.276931, 0.26352, 8.94241, 0.644759, 6.72319, 8.16748
8.397, 0.0144548, 0.0173798, 0.163088, 0.0245742, 34.0137, 306.389, 1.57638, -1.74074, 0.0155451, -0.140663, -0.0411559, -0.262639, 0.0299999, -0.123283, 0.110745, 0.318461, 9.13965, 0.733034, 6.72319, 8.16748
8.398, 0.0137252, 0.0258584, 0.164752, 0.0332524, 34.0561, 306.326, 1.57648, -1.7416, 0.0161547, -0.148854, -0.0406688, -0.262498, 0.0298799, -0.122995, -0.120023, 0.288034, 9.19449, 0.830483, 6.72319, 8.16748
8.399, 0.0124329, 0.0375397, 0.165775, 0.0441242, 34.0986, 306.262, 1.57658, -1.74251, 0.0173739, -0.160249, -0.0401382, -0.262358, 0.0298068, -0.12271, -0.0730586, 0.285833, 9.30239, 0.942787, 6.72319, 8.16748
8.4, 0.0110224, 0.0466894, 0.166589, 0.0541112, 34.141, 306.199, 1.57665, -1.7432, 0.0185931, -0.169152, -0.0397285, -0.262257, 0.0296155, -0.122463, -0.19131, 0.246916, 9.35944, 1.03936, 6.72319, 8.16748
8.401, 0.00957032, 0.0522787, 0.16726, 0.0625234, 34.1834, 306.136, 1.57672, -1.74387, 0.0198124, -0.174494, -0.0393633, -0.262155, 0.0293827, -0.122215, -0.232831, 0.247626, 9.42046, 1.11768, 6.72319, 8.16748
8.402, 0.00787839, 0.0554243, 0.167557, 0.069821, 34.2258, 306.073, 1.57683, -1.74476, 0.0213364, -0.177343, -0.0389367, -0.262003, 0.0292148, -0.121918, -0.1679, 0.296807, 9.48821, 1.18411, 6.72319, 8.16748
8.403, 0.00608767, 0.0532522, 0.167592, 0.0743742, 34.2683, 306.009, 1.57694, -1.74564, 0.0228604, -0.17485, -0.0386116, -0.261828, 0.0289481, -0.121598, -0.266693, 0.320595, 9.49855, 1.22523, 6.72319, 8.16748
8.404, 0.00383776, 0.0458368, 0.166907, 0.0760231, 34.3107, 305.946, 1.57709, -1.74669, 0.0246893, -0.167015, -0.0384433, -0.261554, 0.028527, -0.121179, -0.421082, 0.41903, 9.46325, 1.24154, 6.72319, 8.16748
8.405, 0.00270835, 0.0455975, 0.167171, 0.081262, 34.3531, 305.883, 1.57726, -1.74783, 0.0252989, -0.166303, -0.0383764, -0.261226, 0.0280072, -0.120706, -0.519797, 0.472921, 9.482, 1.28801, 6.72319, 8.16748
8.406, 0.00212891, 0.0441646, 0.167878, 0.0858457, 34.3955, 305.82, 1.57736, -1.74851, 0.0252989, -0.164523, -0.0383719, -0.261023, 0.0274278, -0.120358, -0.579438, 0.347656, 9.52039, 1.32715, 6.72319, 8.16748
8.407, 0.00132743, 0.0448463, 0.168176, 0.0915167, 34.438, 305.883, 1.57746, -1.7492, 0.0256037, -0.164879, -0.0382881, -0.260841, 0.0269311, -0.120032, -0.49667, 0.325553, 9.58506, 1.37597, 6.72319, 8.16748
8.408, 5.31574e-06, 0.044867, 0.167028, 0.0968572, 34.4804, 305.946, 1.57757, -1.74983, 0.0262133, -0.164523, -0.038422, -0.260607, 0.0262186, -0.119656, -0.712507, 0.376853, 9.54311, 1.42202, 6.72319, 8.16748
8.409, -0.000898162, 0.0409415, 0.16516, 0.100059, 34.5228, 306.009, 1.57767, -1.75049, 0.0265181, -0.160249, -0.0384458, -0.260403, 0.0256199, -0.119308, -0.598672, 0.347768, 9.54897, 1.4499, 6.72319, 8.16748
8.41, -0.00415554, 0.0298819, 0.160295, 0.0991746, 34.5652, 306.073, 1.5779, -1.75172, 0.0286517, -0.148498, -0.038995, -0.259855, 0.0244962, -0.118616, -1.12374, 0.692035, 9.30942, 1.44731, 6.72319, 8.16748
8.411, -0.00652645, 0.0207262, 0.156055, 0.0987125, 34.6077, 306.136, 1.57816, -1.75299, 0.0295661, -0.138527, -0.0398782, -0.259184, 0.0230397, -0.1178, -1.45649, 0.815376, 9.1312, 1.44658, 6.72319, 8.16748
8.412, -0.0062684, 0.0224678, 0.154469, 0.103817, 34.6501, 306.199, 1.57837, -1.75398, 0.0280421, -0.139595, -0.0405749, -0.258655, 0.0217737, -0.117127, -1.26598, 0.67325, 9.168, 1.48892, 6.72319, 8.16748
8.413, -0.00714464, 0.0282315, 0.151666, 0.111269, 34.6925, 306.262, 1.57864, -1.75541, 0.0274325, -0.14458, -0.0413419, -0.257968, 0.0202879, -0.116349, -1.48585, 0.77815, 9.08468, 1.55108, 7.3419, 7.47274
8.414, -0.00839113, 0.0291684, 0.148387, 0.116355, 34.735, 306.326, 1.57883, -1.75644, 0.0274325, -0.144937, -0.0418745, -0.257477, 0.0190414, -0.115768, -1.24649, 0.58085, 9.08298, 1.59185, 7.3419, 7.47274
8.415, -0.00898525, 0.0243374, 0.145714, 0.118284, 34.7774, 306.389, 1.57899, -1.75728, 0.0268229, -0.139595, -0.0423683, -0.257057, 0.0178376, -0.115257, -1.20373, 0.51067, 9.04265, 1.60884, 7.3419, 7.47274
8.416, -0.00690256, 0.0102965, 0.145894, 0.114523, 34.8198, 306.452, 1.57917, -1.7582, 0.02347, -0.124994, -0.0429319, -0.256587, 0.0165675, -0.114698, -1.27017, 0.559537, 9.03632, 1.58269, 7.3419, 7.47274
8.417, -0.00424287, 0.00283397, 0.146935, 0.112914, 34.8622, 306.515, 1.57928, -1.7588, 0.0198124, -0.11716, -0.0432284, -0.256304, 0.0155695, -0.114326, -0.997982, 0.371882, 9.13975, 1.57154, 7.3419, 7.47274
8.418, -0.00356069, -0.00402084, 0.14609, 0.107101, 34.9047, 306.579, 1.57935, -1.75924, 0.0182883, -0.110038, -0.0433731, -0.256125, 0.0147276, -0.114059, -0.84185, 0.267379, 9.14825, 1.52747, 7.3419, 7.47274
8.419, -0.00251685, -0.0116055, 0.145774, 0.0999124, 34.9471, 306.642, 1.57942, -1.75967, 0.0164595, -0.102203, -0.0434648, -0.255963, 0.0139427, -0.113809, -0.784986, 0.249728, 9.14362, 1.47238, 7.3419, 7.47274
8.42, -0.00176996, -0.0163612, 0.145311, 0.0937257, 34.9895, 306.705, 1.57948, -1.76005, 0.0149355, -0.0972179, -0.0435522, -0.255821, 0.0131655, -0.113579, -0.777142, 0.229839, 9.12724, 1.42443, 7.3419, 7.47274
8.421, -0.00162115, -0.0200244, 0.144285, 0.0878197, 35.0319, 306.642, 1.57955, -1.76052, 0.0140211, -0.0933007, -0.0436317, -0.255655, 0.0123999, -0.113325, -0.765608, 0.253979, 9.09571, 1.3778, 7.3419, 7.47274
8.422, 0.000413019, -0.0264859, 0.147064, 0.080115, 35.0744, 306.579, 1.57965, -1.76123, 0.0112778, -0.0865346, -0.0436586, -0.255438, 0.0116908, -0.11302, -0.709079, 0.304657, 9.17014, 1.31555, 7.3419, 7.47274
8.423, 0.00162031, -0.0305935, 0.149446, 0.0733673, 35.1168, 306.515, 1.57969, -1.76158, 0.00944897, -0.0822613, -0.0436019, -0.255358, 0.0110693, -0.112855, -0.62154, 0.165719, 9.24389, 1.2586, 7.3419, 7.47274
8.424, 0.00390546, -0.0343662, 0.153306, 0.0666012, 35.1592, 306.452, 1.57974, -1.76205, 0.00670572, -0.0783441, -0.0433861, -0.2553, 0.0106112, -0.11271, -0.458106, 0.144458, 9.37516, 1.20111, 7.3419, 7.47274
8.425, 0.00496527, -0.0346401, 0.156072, 0.0615743, 35.2016, 306.389, 1.57975, -1.7623, 0.00518169, -0.077988, -0.0431799, -0.255304, 0.010147, -0.112628, -0.464214, 0.0822285, 9.44443, 1.15741, 7.3419, 7.47274
8.426, 0.0060834, -0.0356343, 0.159016, 0.0561403, 35.2441, 306.326, 1.57977, -1.7626, 0.00365767, -0.0769196, -0.0429191, -0.255315, 0.00974107, -0.112554, -0.405897, 0.0741075, 9.53087, 1.10937, 7.3419, 7.47274
8.427, 0.00627152, -0.0355749, 0.161048, 0.0512367, 35.2865, 306.262, 1.57978, -1.76282, 0.00304806, -0.0769196, -0.0426773, -0.255341, 0.00931958, -0.112495, -0.421488, 0.0593691, 9.57695, 1.06492, 7.3419, 7.47274
8.428, 0.00666569, -0.0366156, 0.163324, 0.0457345, 35.3289, 306.199, 1.57979, -1.7632, 0.00243844, -0.0758513, -0.0422339, -0.255398, 0.00910414, -0.112467, -0.215442, 0.0276684, 9.67605, 1.01332, 7.3419, 7.47274
8.429, 0.00732331, -0.035166, 0.165924, 0.0415463, 35.3713, 306.136, 1.5798, -1.76352, 0.00152403, -0.0772758, -0.041835, -0.255457, 0.00884734, -0.112442, -0.256797, 0.0252096, 9.73408, 0.973388, 7.3419, 7.47274
8.43, 0.00674921, -0.0347862, 0.16724, 0.0368399, 35.4138, 306.073, 1.5798, -1.76382, 0.00182883, -0.0776319, -0.0414521, -0.255517, 0.00857805, -0.112418, -0.269292, 0.0236172, 9.75974, 0.926767, 7.3419, 7.47274
8.431, 0.00714414, -0.0329948, 0.169561, 0.032926, 35.4562, 306.009, 1.57981, -1.76414, 0.00121922, -0.0794124, -0.0410182, -0.25559, 0.00836336, -0.112407, -0.214684, 0.0108314, 9.83195, 0.886857, 7.3419, 7.47274
8.432, 0.00722236, -0.0298668, 0.171572, 0.0298383, 35.4986, 305.946, 1.57981, -1.76456, 0.000914417, -0.0826174, -0.0404443, -0.255694, 0.00813678, -0.112484, -0.226587, -0.0769487, 9.88353, 0.854001, 7.95967, 6.72673
8.433, 0.00765383, -0.0260405, 0.173974, 0.0273077, 35.5411, 305.883, 1.57982, -1.76499, 0.000304806, -0.0865346, -0.0398265, -0.255811, 0.00795864, -0.112575, -0.178137, -0.0908894, 9.96245, 0.826961, 7.95967, 6.72673
8.434, 0.00782061, -0.0204445, 0.176126, 0.0260065, 35.5835, 305.82, 1.57982, -1.76543, 0, -0.0922324, -0.039173, -0.255939, 0.00782061, -0.112677, -0.138035, -0.101803, 10.0387, 0.813276, 7.95967, 6.72673
8.435, 0.00694937, -0.0180309, 0.177163, 0.0232807, 35.6259, 305.756, 1.57982, -1.76579, 0.000609611, -0.0947251, -0.0386467, -0.256045, 0.00755898, -0.112756, -0.261628, -0.0791289, 10.0396, 0.782757, 7.95967, 6.72673
8.436, 0.00688398, -0.0110263, 0.179, 0.0234457, 35.6683, 305.693, 1.57982, -1.76629, 0.000609611, -0.101847, -0.0379292, -0.25619, 0.00749359, -0.112874, -0.0653827, -0.117558, 10.1503, 0.78554, 7.95967, 6.72673
8.437, 0.00591505, -0.00366387, 0.179839, 0.024815, 35.7108, 305.63, 1.57983, -1.76682, 0.00152403, -0.109326, -0.0372052, -0.256332, 0.00743907, -0.112989, -0.0545217, -0.115891, 10.1979, 0.802606, 7.95967, 6.72673
8.438, 0.00587626, -0.00158531, 0.181605, 0.0241052, 35.7532, 305.567, 1.57983, -1.76715, 0.00121922, -0.111462, -0.0367729, -0.256418, 0.00709548, -0.113048, -0.343591, -0.0580955, 10.1935, 0.795886, 7.95967, 6.72673
8.439, 0.00495808, 0.00861931, 0.182391, 0.0322833, 35.7956, 305.503, 1.57984, -1.76774, 0.00213364, -0.121789, -0.0360066, -0.256567, 0.00709172, -0.11317, -0.00375944, -0.122558, 10.3487, 0.88792, 7.95967, 6.72673
8.44, 0.00529441, 0.0141858, 0.184471, 0.0386984, 35.838, 305.44, 1.57985, -1.76836, 0.00182883, -0.127487, -0.0352094, -0.256726, 0.00712324, -0.113301, 0.031519, -0.131246, 10.4598, 0.956135, 7.95967, 6.72673
8.441, 0.00493718, 0.0204773, 0.185816, 0.0459495, 35.8805, 305.377, 1.57986, -1.76891, 0.00213364, -0.133897, -0.0344999, -0.256872, 0.00707082, -0.11342, -0.0524254, -0.118509, 10.5261, 1.02958, 7.95967, 6.72673
8.442, 0.00505191, 0.0235274, 0.187647, 0.051774, 35.9229, 305.314, 1.57987, -1.76959, 0.00213364, -0.137102, -0.0336282, -0.257055, 0.00718555, -0.113575, 0.114736, -0.154811, 10.6543, 1.08638, 7.95967, 6.72673
8.443, 0.00465622, 0.0251967, 0.188921, 0.0570069, 35.9653, 305.25, 1.57988, -1.77013, 0.00243844, -0.138883, -0.0329652, -0.257194, 0.00709467, -0.113686, -0.0908848, -0.111337, 10.6805, 1.13672, 7.95967, 6.72673
8.444, 0.00459952, 0.0247209, 0.190527, 0.0611384, 36.0077, 305.187, 1.57989, -1.77069, 0.00243844, -0.138527, -0.0322723, -0.257342, 0.00703796, -0.113806, -0.0567034, -0.119659, 10.7649, 1.17572, 7.95967, 6.72673
8.445, 0.00465425, 0.0173944, 0.192252, 0.061359, 36.0502, 305.124, 1.57991, -1.77164, 0.00274325, -0.131404, -0.0311694, -0.257574, 0.0073975, -0.11401, 0.35953, -0.204273, 10.9206, 1.17863, 7.95967, 6.72673
8.446, 0.00369338, 0.0115161, 0.192836, 0.0618061, 36.0926, 305.061, 1.57993, -1.77254, 0.00396247, -0.125707, -0.0301714, -0.257784, 0.00765585, -0.114191, 0.258359, -0.180559, 10.9294, 1.18426, 7.95967, 6.72673
8.447, 0.0033662, 0.0124088, 0.194008, 0.0657253, 36.135, 304.998, 1.57997, -1.77354, 0.00457208, -0.126775, -0.0291537, -0.257988, 0.00793829, -0.114366, 0.282433, -0.175608, 10.9963, 1.22074, 7.95967, 6.72673
8.448, 0.00278348, 0.0169808, 0.194832, 0.0718676, 36.1775, 304.934, 1.57999, -1.77403, 0.00487689, -0.131404, -0.0286975, -0.258076, 0.00766036, -0.114424, -0.277922, -0.0575074, 10.933, 1.27686, 7.95967, 6.72673
8.449, 0.00271968, 0.0197212, 0.196164, 0.0772912, 36.2199, 304.871, 1.58001, -1.77471, 0.00487689, -0.134253, -0.0280322, -0.258214, 0.00759656, -0.114532, -0.0638003, -0.108413, 11.054, 1.32464, 7.95967, 6.72673
8.45, 0.00231913, 0.0203352, 0.197087, 0.0816926, 36.2623, 304.808, 1.58003, -1.77538, 0.00518169, -0.134965, -0.0274027, -0.258343, 0.00750082, -0.11463, -0.0957445, -0.0982575, 11.1042, 1.36353, 7.95967, 6.72673
8.451, 0.00209824, 0.0199067, 0.198146, 0.0855435, 36.3047, 304.745, 1.58005, -1.77593, 0.00518169, -0.134609, -0.0269016, -0.258445, 0.00727993, -0.114703, -0.22089, -0.0723804, 11.1358, 1.39756, 7.95967, 6.72673
8.452, 0.00183328, 0.0173517, 0.199105, 0.0881486, 36.3472, 304.681, 1.58007, -1.77644, 0.00518169, -0.132117, -0.0264483, -0.258538, 0.00701498, -0.114765, -0.264954, -0.0622436, 11.1785, 1.42091, 7.95967, 6.72673
8.453, 0.000801455, 0.0126082, 0.199002, 0.0892671, 36.3896, 304.618, 1.5801, -1.77697, 0.00579131, -0.127487, -0.0260042, -0.258624, 0.00659276, -0.114879, -0.422216, -0.114099, 11.161, 1.4314, 8.53906, 5.95652
8.454, 0.000309578, 0.0100206, 0.199187, 0.0912069, 36.432, 304.681, 1.58012, -1.77746, 0.00579131, -0.124994, -0.0256341, -0.258691, 0.00610088, -0.114974, -0.491877, -0.0948019, 11.1754, 1.44963, 8.53906, 5.95652
8.455, -0.000707974, 0.00849096, 0.197278, 0.0935021, 36.4744, 304.745, 1.58015, -1.77807, 0.00640092, -0.12357, -0.0251851, -0.258769, 0.00569294, -0.115079, -0.407941, -0.105188, 11.1698, 1.47042, 8.53906, 5.95652
8.456, -0.000797111, 0.00909164, 0.196262, 0.0969331, 36.5169, 304.808, 1.58018, -1.77869, 0.00609611, -0.124282, -0.0247268, -0.258854, 0.005299, -0.115191, -0.393942, -0.111539, 11.1772, 1.50046, 8.53906, 5.95652
